Simulation_ID,Total_Points,Out_of_Range_Count,Risk_Percentage
sim11295,9,9,100.0
sim11296,9,8,88.88888888888889
sim11297,9,8,88.88888888888889
sim11298,9,8,88.88888888888889
sim11299,9,4,44.44444444444444
sim11300,9,8,88.88888888888889
sim11301,9,2,22.22222222222222
sim11302,9,8,88.88888888888889
sim11303,9,4,44.44444444444444
sim11304,9,7,77.77777777777779
sim11305,9,3,33.33333333333333
sim11306,9,6,66.66666666666666
sim11307,9,2,22.22222222222222
sim11308,9,8,88.88888888888889
sim11309,9,8,88.88888888888889
sim11310,9,9,100.0
sim11311,9,8,88.88888888888889
sim11312,9,4,44.44444444444444
sim11313,9,8,88.88888888888889
sim11314,9,8,88.88888888888889
sim11315,9,7,77.77777777777779
sim11316,9,5,55.55555555555556
sim11317,9,6,66.66666666666666
sim11318,9,7,77.77777777777779
sim11319,9,5,55.55555555555556
sim11320,9,2,22.22222222222222
sim11321,9,7,77.77777777777779
sim11322,9,2,22.22222222222222
sim11323,9,6,66.66666666666666
sim11324,9,8,88.88888888888889
sim11325,9,2,22.22222222222222
sim11326,9,3,33.33333333333333
sim11327,9,8,88.88888888888889
sim11328,9,8,88.88888888888889
sim11329,9,7,77.77777777777779
sim11330,9,3,33.33333333333333
sim11331,9,8,88.88888888888889
sim11332,9,8,88.88888888888889
sim11333,9,4,44.44444444444444
sim11334,9,2,22.22222222222222
sim11335,9,2,22.22222222222222
sim11336,9,6,66.66666666666666
sim11337,9,1,11.11111111111111
sim11338,9,6,66.66666666666666
sim11339,9,8,88.88888888888889
sim11340,9,7,77.77777777777779
sim11341,9,8,88.88888888888889
sim11342,9,8,88.88888888888889
sim11343,9,2,22.22222222222222
sim11344,9,8,88.88888888888889
sim11345,9,7,77.77777777777779
sim11346,9,4,44.44444444444444
sim11347,9,8,88.88888888888889
sim11348,9,4,44.44444444444444
sim11349,9,5,55.55555555555556
sim11350,9,7,77.77777777777779
sim11351,9,7,77.77777777777779
sim11352,9,8,88.88888888888889
sim11353,9,4,44.44444444444444
sim11354,9,2,22.22222222222222
sim11355,9,5,55.55555555555556
sim11356,9,9,100.0
sim11357,9,7,77.77777777777779
sim11358,9,7,77.77777777777779
sim11359,9,2,22.22222222222222
sim11360,9,4,44.44444444444444
sim11361,9,5,55.55555555555556
sim11362,9,9,100.0
sim11363,9,3,33.33333333333333
sim11364,9,3,33.33333333333333
sim11365,9,7,77.77777777777779
sim11366,9,4,44.44444444444444
sim11367,9,8,88.88888888888889
sim11368,9,5,55.55555555555556
sim11369,9,8,88.88888888888889
sim11370,9,6,66.66666666666666
sim11371,9,4,44.44444444444444
sim11372,9,8,88.88888888888889
sim11373,9,8,88.88888888888889
sim11374,9,2,22.22222222222222
sim11375,9,7,77.77777777777779
sim11376,9,9,100.0
sim11377,9,8,88.88888888888889
sim11378,9,9,100.0
sim11379,9,7,77.77777777777779
sim11380,9,3,33.33333333333333
sim11381,9,8,88.88888888888889
sim11382,9,3,33.33333333333333
sim11383,9,5,55.55555555555556
sim11384,9,5,55.55555555555556
sim11385,9,4,44.44444444444444
sim11386,9,4,44.44444444444444
sim11387,9,0,0.0
sim11388,9,8,88.88888888888889
sim11389,9,1,11.11111111111111
sim11390,9,5,55.55555555555556
sim11391,9,7,77.77777777777779
sim11392,9,8,88.88888888888889
sim11393,9,5,55.55555555555556
sim11394,9,3,33.33333333333333
sim11395,9,3,33.33333333333333
sim11396,9,8,88.88888888888889
sim11397,9,9,100.0
sim11398,9,4,44.44444444444444
sim11399,9,8,88.88888888888889
sim11400,9,7,77.77777777777779
sim11401,9,8,88.88888888888889
sim11402,9,7,77.77777777777779
sim11403,9,1,11.11111111111111
sim11404,9,5,55.55555555555556
sim11405,9,4,44.44444444444444
sim11406,9,5,55.55555555555556
sim11407,9,4,44.44444444444444
sim11408,9,7,77.77777777777779
sim11409,9,4,44.44444444444444
sim11410,9,7,77.77777777777779
sim11411,9,4,44.44444444444444
sim11412,9,8,88.88888888888889
sim11413,9,3,33.33333333333333
sim11414,9,2,22.22222222222222
sim11415,9,8,88.88888888888889
sim11416,9,8,88.88888888888889
sim11417,9,8,88.88888888888889
sim11418,9,8,88.88888888888889
sim11419,9,3,33.33333333333333
sim11420,9,8,88.88888888888889
sim11421,9,3,33.33333333333333
sim11422,9,3,33.33333333333333
sim11423,9,4,44.44444444444444
sim11424,9,5,55.55555555555556
sim11425,9,3,33.33333333333333
sim11426,9,7,77.77777777777779
sim11427,9,6,66.66666666666666
sim11428,9,3,33.33333333333333
sim11429,9,8,88.88888888888889
sim11430,9,9,100.0
sim11431,9,6,66.66666666666666
sim11432,9,8,88.88888888888889
sim11433,9,9,100.0
sim11434,9,6,66.66666666666666
sim11435,9,7,77.77777777777779
sim11436,9,6,66.66666666666666
sim11437,9,8,88.88888888888889
sim11438,9,2,22.22222222222222
sim11439,9,3,33.33333333333333
sim11440,9,4,44.44444444444444
sim11441,9,8,88.88888888888889
sim11442,9,2,22.22222222222222
sim11443,9,4,44.44444444444444
sim11444,9,9,100.0
sim11445,9,8,88.88888888888889
sim11446,9,8,88.88888888888889
sim11447,9,3,33.33333333333333
sim11448,9,8,88.88888888888889
sim11449,9,5,55.55555555555556
sim11450,9,2,22.22222222222222
sim11451,9,8,88.88888888888889
sim11452,9,3,33.33333333333333
sim11453,9,5,55.55555555555556
sim11454,9,3,33.33333333333333
sim11455,9,6,66.66666666666666
sim11456,9,5,55.55555555555556
sim11457,9,7,77.77777777777779
sim11458,9,7,77.77777777777779
sim11459,9,6,66.66666666666666
sim11460,9,8,88.88888888888889
sim11461,9,4,44.44444444444444
sim11462,9,5,55.55555555555556
sim11463,9,6,66.66666666666666
sim11464,9,2,22.22222222222222
sim11465,9,5,55.55555555555556
sim11466,9,8,88.88888888888889
sim11467,9,7,77.77777777777779
sim11468,9,8,88.88888888888889
sim11469,9,2,22.22222222222222
sim11470,9,7,77.77777777777779
sim11471,9,8,88.88888888888889
sim11472,9,1,11.11111111111111
sim11473,9,8,88.88888888888889
sim11474,9,5,55.55555555555556
sim11475,9,8,88.88888888888889
sim11476,9,8,88.88888888888889
sim11477,9,5,55.55555555555556
sim11478,9,6,66.66666666666666
sim11479,9,8,88.88888888888889
sim11480,9,5,55.55555555555556
sim11481,9,8,88.88888888888889
sim11482,9,8,88.88888888888889
sim11483,9,8,88.88888888888889
sim11484,9,3,33.33333333333333
sim11485,9,6,66.66666666666666
sim11486,9,3,33.33333333333333
sim11487,9,8,88.88888888888889
sim11488,9,8,88.88888888888889
sim11489,9,2,22.22222222222222
sim11490,9,8,88.88888888888889
sim11491,9,3,33.33333333333333
sim11492,9,8,88.88888888888889
sim11493,9,8,88.88888888888889
sim11494,9,8,88.88888888888889
sim11495,9,8,88.88888888888889
sim11496,9,8,88.88888888888889
sim11497,9,8,88.88888888888889
sim11498,9,8,88.88888888888889
sim11499,9,8,88.88888888888889
sim11500,9,4,44.44444444444444
sim11501,9,3,33.33333333333333
sim11502,9,8,88.88888888888889
sim11503,9,3,33.33333333333333
sim11504,9,5,55.55555555555556
sim11505,9,4,44.44444444444444
sim11506,9,8,88.88888888888889
sim11507,9,8,88.88888888888889
sim11508,9,2,22.22222222222222
sim11509,9,8,88.88888888888889
sim11510,9,8,88.88888888888889
sim11511,9,8,88.88888888888889
sim11512,9,5,55.55555555555556
sim11513,9,2,22.22222222222222
sim11514,9,5,55.55555555555556
sim11515,9,8,88.88888888888889
sim11516,9,1,11.11111111111111
sim11517,9,7,77.77777777777779
sim11518,9,6,66.66666666666666
sim11519,9,3,33.33333333333333
sim11520,9,6,66.66666666666666
sim11521,9,8,88.88888888888889
sim11522,9,4,44.44444444444444
sim11523,9,8,88.88888888888889
sim11524,9,4,44.44444444444444
sim11525,9,4,44.44444444444444
sim11526,9,7,77.77777777777779
sim11527,9,7,77.77777777777779
sim11528,9,8,88.88888888888889
sim11529,9,2,22.22222222222222
sim11530,9,4,44.44444444444444
sim11531,9,4,44.44444444444444
sim11532,9,2,22.22222222222222
sim11533,9,8,88.88888888888889
sim11534,9,8,88.88888888888889
sim11535,9,7,77.77777777777779
sim11536,9,8,88.88888888888889
sim11537,9,7,77.77777777777779
sim11538,9,5,55.55555555555556
sim11539,9,8,88.88888888888889
sim11540,9,2,22.22222222222222
sim11541,9,8,88.88888888888889
sim11542,9,5,55.55555555555556
sim11543,9,8,88.88888888888889
sim11544,9,4,44.44444444444444
sim11545,9,5,55.55555555555556
sim11546,9,4,44.44444444444444
sim11547,9,8,88.88888888888889
sim11548,9,2,22.22222222222222
sim11549,9,8,88.88888888888889
sim11550,9,8,88.88888888888889
sim11551,9,9,100.0
sim11552,9,8,88.88888888888889
sim11553,9,8,88.88888888888889
sim11554,9,8,88.88888888888889
sim11555,9,4,44.44444444444444
sim11556,9,8,88.88888888888889
sim11557,9,2,22.22222222222222
sim11558,9,8,88.88888888888889
sim11559,9,4,44.44444444444444
sim11560,9,7,77.77777777777779
sim11561,9,3,33.33333333333333
sim11562,9,6,66.66666666666666
sim11563,9,2,22.22222222222222
sim11564,9,8,88.88888888888889
sim11565,9,8,88.88888888888889
sim11566,9,9,100.0
sim11567,9,8,88.88888888888889
sim11568,9,4,44.44444444444444
sim11569,9,8,88.88888888888889
sim11570,9,8,88.88888888888889
sim11571,9,7,77.77777777777779
sim11572,9,5,55.55555555555556
sim11573,9,6,66.66666666666666
sim11574,9,7,77.77777777777779
sim11575,9,5,55.55555555555556
sim11576,9,2,22.22222222222222
sim11577,9,7,77.77777777777779
sim11578,9,2,22.22222222222222
sim11579,9,5,55.55555555555556
sim11580,9,8,88.88888888888889
sim11581,9,2,22.22222222222222
sim11582,9,3,33.33333333333333
sim11583,9,8,88.88888888888889
sim11584,9,8,88.88888888888889
sim11585,9,7,77.77777777777779
sim11586,9,3,33.33333333333333
sim11587,9,8,88.88888888888889
sim11588,9,8,88.88888888888889
sim11589,9,4,44.44444444444444
sim11590,9,2,22.22222222222222
sim11591,9,2,22.22222222222222
sim11592,9,6,66.66666666666666
sim11593,9,1,11.11111111111111
sim11594,9,6,66.66666666666666
sim11595,9,8,88.88888888888889
sim11596,9,7,77.77777777777779
sim11597,9,8,88.88888888888889
sim11598,9,8,88.88888888888889
sim11599,9,2,22.22222222222222
sim11600,9,8,88.88888888888889
sim11601,9,7,77.77777777777779
sim11602,9,4,44.44444444444444
sim11603,9,8,88.88888888888889
sim11604,9,4,44.44444444444444
sim11605,9,5,55.55555555555556
sim11606,9,7,77.77777777777779
sim11607,9,7,77.77777777777779
sim11608,9,8,88.88888888888889
sim11609,9,4,44.44444444444444
sim11610,9,2,22.22222222222222
sim11611,9,5,55.55555555555556
sim11612,9,9,100.0
sim11613,9,7,77.77777777777779
sim11614,9,7,77.77777777777779
sim11615,9,2,22.22222222222222
sim11616,9,4,44.44444444444444
sim11617,9,5,55.55555555555556
sim11618,9,9,100.0
sim11619,9,3,33.33333333333333
sim11620,9,3,33.33333333333333
sim11621,9,7,77.77777777777779
sim11622,9,4,44.44444444444444
sim11623,9,8,88.88888888888889
sim11624,9,5,55.55555555555556
sim11625,9,8,88.88888888888889
sim11626,9,6,66.66666666666666
sim11627,9,4,44.44444444444444
sim11628,9,8,88.88888888888889
sim11629,9,8,88.88888888888889
sim11630,9,2,22.22222222222222
sim11631,9,7,77.77777777777779
sim11632,9,9,100.0
sim11633,9,8,88.88888888888889
sim11634,9,9,100.0
sim11635,9,7,77.77777777777779
sim11636,9,3,33.33333333333333
sim11637,9,8,88.88888888888889
sim11638,9,3,33.33333333333333
sim11639,9,5,55.55555555555556
sim11640,9,5,55.55555555555556
sim11641,9,5,55.55555555555556
sim11642,9,4,44.44444444444444
sim11643,9,0,0.0
sim11644,9,8,88.88888888888889
sim11645,9,1,11.11111111111111
sim11646,9,5,55.55555555555556
sim11647,9,7,77.77777777777779
sim11648,9,8,88.88888888888889
sim11649,9,5,55.55555555555556
sim11650,9,2,22.22222222222222
sim11651,9,3,33.33333333333333
sim11652,9,8,88.88888888888889
sim11653,9,9,100.0
sim11654,9,4,44.44444444444444
sim11655,9,8,88.88888888888889
sim11656,9,7,77.77777777777779
sim11657,9,8,88.88888888888889
sim11658,9,7,77.77777777777779
sim11659,9,1,11.11111111111111
sim11660,9,5,55.55555555555556
sim11661,9,4,44.44444444444444
sim11662,9,4,44.44444444444444
sim11663,9,4,44.44444444444444
sim11664,9,7,77.77777777777779
sim11665,9,4,44.44444444444444
sim11666,9,7,77.77777777777779
sim11667,9,4,44.44444444444444
sim11668,9,8,88.88888888888889
sim11669,9,3,33.33333333333333
sim11670,9,2,22.22222222222222
sim11671,9,8,88.88888888888889
sim11672,9,8,88.88888888888889
sim11673,9,8,88.88888888888889
sim11674,9,8,88.88888888888889
sim11675,9,3,33.33333333333333
sim11676,9,8,88.88888888888889
sim11677,9,3,33.33333333333333
sim11678,9,3,33.33333333333333
sim11679,9,4,44.44444444444444
sim11680,9,5,55.55555555555556
sim11681,9,3,33.33333333333333
sim11682,9,7,77.77777777777779
sim11683,9,6,66.66666666666666
sim11684,9,3,33.33333333333333
sim11685,9,8,88.88888888888889
sim11686,9,9,100.0
sim11687,9,6,66.66666666666666
sim11688,9,8,88.88888888888889
sim11689,9,9,100.0
sim11690,9,6,66.66666666666666
sim11691,9,7,77.77777777777779
sim11692,9,6,66.66666666666666
sim11693,9,8,88.88888888888889
sim11694,9,2,22.22222222222222
sim11695,9,3,33.33333333333333
sim11696,9,4,44.44444444444444
sim11697,9,8,88.88888888888889
sim11698,9,2,22.22222222222222
sim11699,9,4,44.44444444444444
sim11700,9,9,100.0
sim11701,9,8,88.88888888888889
sim11702,9,8,88.88888888888889
sim11703,9,3,33.33333333333333
sim11704,9,8,88.88888888888889
sim11705,9,5,55.55555555555556
sim11706,9,2,22.22222222222222
sim11707,9,8,88.88888888888889
sim11708,9,3,33.33333333333333
sim11709,9,5,55.55555555555556
sim11710,9,3,33.33333333333333
sim11711,9,6,66.66666666666666
sim11712,9,5,55.55555555555556
sim11713,9,7,77.77777777777779
sim11714,9,7,77.77777777777779
sim11715,9,6,66.66666666666666
sim11716,9,8,88.88888888888889
sim11717,9,4,44.44444444444444
sim11718,9,5,55.55555555555556
sim11719,9,6,66.66666666666666
sim11720,9,2,22.22222222222222
sim11721,9,5,55.55555555555556
sim11722,9,8,88.88888888888889
sim11723,9,7,77.77777777777779
sim11724,9,8,88.88888888888889
sim11725,9,3,33.33333333333333
sim11726,9,7,77.77777777777779
sim11727,9,8,88.88888888888889
sim11728,9,1,11.11111111111111
sim11729,9,8,88.88888888888889
sim11730,9,5,55.55555555555556
sim11731,9,8,88.88888888888889
sim11732,9,8,88.88888888888889
sim11733,9,5,55.55555555555556
sim11734,9,6,66.66666666666666
sim11735,9,8,88.88888888888889
sim11736,9,5,55.55555555555556
sim11737,9,8,88.88888888888889
sim11738,9,8,88.88888888888889
sim11739,9,8,88.88888888888889
sim11740,9,3,33.33333333333333
sim11741,9,6,66.66666666666666
sim11742,9,3,33.33333333333333
sim11743,9,8,88.88888888888889
sim11744,9,8,88.88888888888889
sim11745,9,2,22.22222222222222
sim11746,9,8,88.88888888888889
sim11747,9,3,33.33333333333333
sim11748,9,8,88.88888888888889
sim11749,9,8,88.88888888888889
sim11750,9,8,88.88888888888889
sim11751,9,8,88.88888888888889
sim11752,9,8,88.88888888888889
sim11753,9,8,88.88888888888889
sim11754,9,8,88.88888888888889
sim11755,9,8,88.88888888888889
sim11756,9,4,44.44444444444444
sim11757,9,3,33.33333333333333
sim11758,9,8,88.88888888888889
sim11759,9,3,33.33333333333333
sim11760,9,5,55.55555555555556
sim11761,9,4,44.44444444444444
sim11762,9,8,88.88888888888889
sim11763,9,8,88.88888888888889
sim11764,9,2,22.22222222222222
sim11765,9,8,88.88888888888889
sim11766,9,8,88.88888888888889
sim11767,9,8,88.88888888888889
sim11768,9,5,55.55555555555556
sim11769,9,2,22.22222222222222
sim11770,9,5,55.55555555555556
sim11771,9,8,88.88888888888889
sim11772,9,1,11.11111111111111
sim11773,9,7,77.77777777777779
sim11774,9,6,66.66666666666666
sim11775,9,3,33.33333333333333
sim11776,9,6,66.66666666666666
sim11777,9,8,88.88888888888889
sim11778,9,4,44.44444444444444
sim11779,9,8,88.88888888888889
sim11780,9,4,44.44444444444444
sim11781,9,4,44.44444444444444
sim11782,9,7,77.77777777777779
sim11783,9,7,77.77777777777779
sim11784,9,8,88.88888888888889
sim11785,9,2,22.22222222222222
sim11786,9,4,44.44444444444444
sim11787,9,4,44.44444444444444
sim11788,9,2,22.22222222222222
sim11789,9,8,88.88888888888889
sim11790,9,8,88.88888888888889
sim11791,9,7,77.77777777777779
sim11792,9,8,88.88888888888889
sim11793,9,7,77.77777777777779
sim11794,9,5,55.55555555555556
sim11795,9,8,88.88888888888889
sim11796,9,2,22.22222222222222
sim11797,9,8,88.88888888888889
sim11798,9,5,55.55555555555556
sim11799,9,8,88.88888888888889
sim11800,9,4,44.44444444444444
sim11801,9,5,55.55555555555556
sim11802,9,4,44.44444444444444
sim11803,9,8,88.88888888888889
sim11804,9,2,22.22222222222222
sim11805,9,8,88.88888888888889
sim11806,9,8,88.88888888888889
sim11807,9,9,100.0
sim11808,9,8,88.88888888888889
sim11809,9,8,88.88888888888889
sim11810,9,8,88.88888888888889
sim11811,9,4,44.44444444444444
sim11812,9,8,88.88888888888889
sim11813,9,2,22.22222222222222
sim11814,9,8,88.88888888888889
sim11815,9,4,44.44444444444444
sim11816,9,7,77.77777777777779
sim11817,9,3,33.33333333333333
sim11818,9,6,66.66666666666666
sim11819,9,2,22.22222222222222
sim11820,9,8,88.88888888888889
sim11821,9,8,88.88888888888889
sim11822,9,9,100.0
sim11823,9,8,88.88888888888889
sim11824,9,4,44.44444444444444
sim11825,9,8,88.88888888888889
sim11826,9,8,88.88888888888889
sim11827,9,7,77.77777777777779
sim11828,9,5,55.55555555555556
sim11829,9,6,66.66666666666666
sim11830,9,7,77.77777777777779
sim11831,9,5,55.55555555555556
sim11832,9,2,22.22222222222222
sim11833,9,7,77.77777777777779
sim11834,9,2,22.22222222222222
sim11835,9,6,66.66666666666666
sim11836,9,8,88.88888888888889
sim11837,9,2,22.22222222222222
sim11838,9,3,33.33333333333333
sim11839,9,8,88.88888888888889
sim11840,9,8,88.88888888888889
sim11841,9,7,77.77777777777779
sim11842,9,3,33.33333333333333
sim11843,9,8,88.88888888888889
sim11844,9,8,88.88888888888889
sim11845,9,4,44.44444444444444
sim11846,9,2,22.22222222222222
sim11847,9,2,22.22222222222222
sim11848,9,6,66.66666666666666
sim11849,9,1,11.11111111111111
sim11850,9,6,66.66666666666666
sim11851,9,8,88.88888888888889
sim11852,9,7,77.77777777777779
sim11853,9,8,88.88888888888889
sim11854,9,8,88.88888888888889
sim11855,9,2,22.22222222222222
sim11856,9,8,88.88888888888889
sim11857,9,7,77.77777777777779
sim11858,9,4,44.44444444444444
sim11859,9,8,88.88888888888889
sim11860,9,4,44.44444444444444
sim11861,9,5,55.55555555555556
sim11862,9,7,77.77777777777779
sim11863,9,7,77.77777777777779
sim11864,9,8,88.88888888888889
sim11865,9,4,44.44444444444444
sim11866,9,2,22.22222222222222
sim11867,9,5,55.55555555555556
sim11868,9,9,100.0
sim11869,9,7,77.77777777777779
sim11870,9,7,77.77777777777779
sim11871,9,2,22.22222222222222
sim11872,9,4,44.44444444444444
sim11873,9,5,55.55555555555556
sim11874,9,9,100.0
sim11875,9,3,33.33333333333333
sim11876,9,3,33.33333333333333
sim11877,9,7,77.77777777777779
sim11878,9,4,44.44444444444444
sim11879,9,8,88.88888888888889
sim11880,9,4,44.44444444444444
sim11881,9,8,88.88888888888889
sim11882,9,6,66.66666666666666
sim11883,9,4,44.44444444444444
sim11884,9,8,88.88888888888889
sim11885,9,8,88.88888888888889
sim11886,9,2,22.22222222222222
sim11887,9,7,77.77777777777779
sim11888,9,9,100.0
sim11889,9,8,88.88888888888889
sim11890,9,9,100.0
sim11891,9,7,77.77777777777779
sim11892,9,3,33.33333333333333
sim11893,9,8,88.88888888888889
sim11894,9,3,33.33333333333333
sim11895,9,5,55.55555555555556
sim11896,9,5,55.55555555555556
sim11897,9,5,55.55555555555556
sim11898,9,4,44.44444444444444
sim11899,9,0,0.0
sim11900,9,8,88.88888888888889
sim11901,9,1,11.11111111111111
sim11902,9,5,55.55555555555556
sim11903,9,7,77.77777777777779
sim11904,9,8,88.88888888888889
sim11905,9,5,55.55555555555556
sim11906,9,2,22.22222222222222
sim11907,9,3,33.33333333333333
sim11908,9,8,88.88888888888889
sim11909,9,9,100.0
sim11910,9,4,44.44444444444444
sim11911,9,8,88.88888888888889
sim11912,9,7,77.77777777777779
sim11913,9,8,88.88888888888889
sim11914,9,7,77.77777777777779
sim11915,9,1,11.11111111111111
sim11916,9,5,55.55555555555556
sim11917,9,4,44.44444444444444
sim11918,9,5,55.55555555555556
sim11919,9,4,44.44444444444444
sim11920,9,7,77.77777777777779
sim11921,9,4,44.44444444444444
sim11922,9,7,77.77777777777779
sim11923,9,4,44.44444444444444
sim11924,9,8,88.88888888888889
sim11925,9,3,33.33333333333333
sim11926,9,2,22.22222222222222
sim11927,9,8,88.88888888888889
sim11928,9,8,88.88888888888889
sim11929,9,8,88.88888888888889
sim11930,9,8,88.88888888888889
sim11931,9,3,33.33333333333333
sim11932,9,8,88.88888888888889
sim11933,9,3,33.33333333333333
sim11934,9,3,33.33333333333333
sim11935,9,4,44.44444444444444
sim11936,9,5,55.55555555555556
sim11937,9,3,33.33333333333333
sim11938,9,7,77.77777777777779
sim11939,9,6,66.66666666666666
sim11940,9,3,33.33333333333333
sim11941,9,8,88.88888888888889
sim11942,9,9,100.0
sim11943,9,6,66.66666666666666
sim11944,9,8,88.88888888888889
sim11945,9,9,100.0
sim11946,9,5,55.55555555555556
sim11947,9,7,77.77777777777779
sim11948,9,6,66.66666666666666
sim11949,9,8,88.88888888888889
sim11950,9,2,22.22222222222222
sim11951,9,3,33.33333333333333
sim11952,9,4,44.44444444444444
sim11953,9,8,88.88888888888889
sim11954,9,2,22.22222222222222
sim11955,9,4,44.44444444444444
sim11956,9,9,100.0
sim11957,9,8,88.88888888888889
sim11958,9,8,88.88888888888889
sim11959,9,3,33.33333333333333
sim11960,9,8,88.88888888888889
sim11961,9,5,55.55555555555556
sim11962,9,2,22.22222222222222
sim11963,9,8,88.88888888888889
sim11964,9,3,33.33333333333333
sim11965,9,5,55.55555555555556
sim11966,9,3,33.33333333333333
sim11967,9,6,66.66666666666666
sim11968,9,5,55.55555555555556
sim11969,9,7,77.77777777777779
sim11970,9,7,77.77777777777779
sim11971,9,6,66.66666666666666
sim11972,9,8,88.88888888888889
sim11973,9,4,44.44444444444444
sim11974,9,5,55.55555555555556
sim11975,9,6,66.66666666666666
sim11976,9,1,11.11111111111111
sim11977,9,5,55.55555555555556
sim11978,9,8,88.88888888888889
sim11979,9,7,77.77777777777779
sim11980,9,8,88.88888888888889
sim11981,9,2,22.22222222222222
sim11982,9,7,77.77777777777779
sim11983,9,8,88.88888888888889
sim11984,9,1,11.11111111111111
sim11985,9,8,88.88888888888889
sim11986,9,5,55.55555555555556
sim11987,9,8,88.88888888888889
sim11988,9,8,88.88888888888889
sim11989,9,5,55.55555555555556
sim11990,9,6,66.66666666666666
sim11991,9,8,88.88888888888889
sim11992,9,5,55.55555555555556
sim11993,9,8,88.88888888888889
sim11994,9,8,88.88888888888889
sim11995,9,8,88.88888888888889
sim11996,9,3,33.33333333333333
sim11997,9,6,66.66666666666666
sim11998,9,3,33.33333333333333
sim11999,9,8,88.88888888888889
sim12000,9,8,88.88888888888889
sim12001,9,2,22.22222222222222
sim12002,9,8,88.88888888888889
sim12003,9,4,44.44444444444444
sim12004,9,8,88.88888888888889
sim12005,9,8,88.88888888888889
sim12006,9,8,88.88888888888889
sim12007,9,8,88.88888888888889
sim12008,9,8,88.88888888888889
sim12009,9,8,88.88888888888889
sim12010,9,8,88.88888888888889
sim12011,9,8,88.88888888888889
sim12012,9,4,44.44444444444444
sim12013,9,2,22.22222222222222
sim12014,9,8,88.88888888888889
sim12015,9,3,33.33333333333333
sim12016,9,5,55.55555555555556
sim12017,9,4,44.44444444444444
sim12018,9,8,88.88888888888889
sim12019,9,8,88.88888888888889
sim12020,9,2,22.22222222222222
sim12021,9,8,88.88888888888889
sim12022,9,8,88.88888888888889
sim12023,9,8,88.88888888888889
sim12024,9,5,55.55555555555556
sim12025,9,2,22.22222222222222
sim12026,9,5,55.55555555555556
sim12027,9,8,88.88888888888889
sim12028,9,1,11.11111111111111
sim12029,9,7,77.77777777777779
sim12030,9,6,66.66666666666666
sim12031,9,3,33.33333333333333
sim12032,9,6,66.66666666666666
sim12033,9,8,88.88888888888889
sim12034,9,4,44.44444444444444
sim12035,9,8,88.88888888888889
sim12036,9,4,44.44444444444444
sim12037,9,4,44.44444444444444
sim12038,9,7,77.77777777777779
sim12039,9,7,77.77777777777779
sim12040,9,8,88.88888888888889
sim12041,9,2,22.22222222222222
sim12042,9,4,44.44444444444444
sim12043,9,4,44.44444444444444
sim12044,9,2,22.22222222222222
sim12045,9,8,88.88888888888889
sim12046,9,8,88.88888888888889
sim12047,9,7,77.77777777777779
sim12048,9,8,88.88888888888889
sim12049,9,7,77.77777777777779
sim12050,9,5,55.55555555555556
sim12051,9,8,88.88888888888889
sim12052,9,2,22.22222222222222
sim12053,9,8,88.88888888888889
sim12054,9,5,55.55555555555556
sim12055,9,8,88.88888888888889
sim12056,9,4,44.44444444444444
sim12057,9,5,55.55555555555556
sim12058,9,4,44.44444444444444
sim12059,9,8,88.88888888888889
sim12060,9,2,22.22222222222222
sim12061,9,8,88.88888888888889
sim12062,9,8,88.88888888888889
sim12063,9,9,100.0
sim12064,9,8,88.88888888888889
sim12065,9,8,88.88888888888889
sim12066,9,8,88.88888888888889
sim12067,9,3,33.33333333333333
sim12068,9,8,88.88888888888889
sim12069,9,2,22.22222222222222
sim12070,9,8,88.88888888888889
sim12071,9,4,44.44444444444444
sim12072,9,7,77.77777777777779
sim12073,9,3,33.33333333333333
sim12074,9,6,66.66666666666666
sim12075,9,2,22.22222222222222
sim12076,9,8,88.88888888888889
sim12077,9,8,88.88888888888889
sim12078,9,9,100.0
sim12079,9,8,88.88888888888889
sim12080,9,4,44.44444444444444
sim12081,9,8,88.88888888888889
sim12082,9,8,88.88888888888889
sim12083,9,7,77.77777777777779
sim12084,9,5,55.55555555555556
sim12085,9,6,66.66666666666666
sim12086,9,7,77.77777777777779
sim12087,9,5,55.55555555555556
sim12088,9,2,22.22222222222222
sim12089,9,7,77.77777777777779
sim12090,9,2,22.22222222222222
sim12091,9,6,66.66666666666666
sim12092,9,8,88.88888888888889
sim12093,9,2,22.22222222222222
sim12094,9,3,33.33333333333333
sim12095,9,8,88.88888888888889
sim12096,9,8,88.88888888888889
sim12097,9,7,77.77777777777779
sim12098,9,3,33.33333333333333
sim12099,9,8,88.88888888888889
sim12100,9,8,88.88888888888889
sim12101,9,4,44.44444444444444
sim12102,9,2,22.22222222222222
sim12103,9,2,22.22222222222222
sim12104,9,7,77.77777777777779
sim12105,9,1,11.11111111111111
sim12106,9,6,66.66666666666666
sim12107,9,8,88.88888888888889
sim12108,9,8,88.88888888888889
sim12109,9,8,88.88888888888889
sim12110,9,8,88.88888888888889
sim12111,9,2,22.22222222222222
sim12112,9,8,88.88888888888889
sim12113,9,6,66.66666666666666
sim12114,9,4,44.44444444444444
sim12115,9,8,88.88888888888889
sim12116,9,4,44.44444444444444
sim12117,9,5,55.55555555555556
sim12118,9,7,77.77777777777779
sim12119,9,7,77.77777777777779
sim12120,9,8,88.88888888888889
sim12121,9,3,33.33333333333333
sim12122,9,2,22.22222222222222
sim12123,9,5,55.55555555555556
sim12124,9,9,100.0
