Simulation	Risk_Percentage	Par1	Par2	Par3	Par4	Par5	Par6	Par7	Par8	Par9	Par10	Par11	Par12	Par13	Par14	Par15	Par16	Par17	Par18	Par19	Par20	Par21	Par22	Par23	Par24	Par25	Par26	Par27	Par28	Par29	Par30	Par31	Par32	Par33	Par34	Par35	Par36	Par37	Par38	Par39	Par40	Par41	Par42	Par43	Par44	Par45	Par46	Par47	Par48	Par49	Par50	Par51	Par52	Par53	Par54	Par55
sim14570	100	0.79296875	0.081171875	490.234375	0.78515625	0.15234375	0.148671875	25.390625	0.51171875	0.060078125	451.171875	4199.21875	0.63671875	431.640625	2792.96875	0.06640625	0.126171875	494.140625	4433.59375	0.71484375	193.359375	800.78125	0.05859375	0.114921875	201.171875	2832.03125	0.32421875	0.771484375	0.998828125	0.973046875	0.940234375	0.752734375	0.689453125	0.823046875	0.710546875	0.626953125	0.930859375	0.548828125	0.973046875	0.748046875	0.855859375	0.681640625	0.701171875	0.771484375	43.359375	60.546875	35.546875	1.171875	33.984375	66.015625	80.078125	80.078125	79.296875	33.984375	98.046875	80.078125
sim14572	100	0.16796875	0.148671875	427.734375	0.41015625	0.02734375	0.081171875	212.890625	0.13671875	0.037578125	263.671875	2324.21875	0.51171875	244.140625	4667.96875	0.44140625	0.103671875	56.640625	1308.59375	0.58984375	255.859375	175.78125	0.93359375	0.092421875	138.671875	957.03125	0.94921875	0.808984375	0.886328125	0.860546875	0.902734375	0.865234375	0.626953125	0.860546875	0.973046875	0.689453125	0.818359375	0.611328125	0.710546875	0.785546875	0.743359375	0.744140625	0.813671875	0.583984375	30.859375	23.046875	23.046875	38.671875	21.484375	78.515625	42.578125	92.578125	16.796875	71.484375	85.546875	92.578125
sim14577	100	0.26171875	0.075546875	349.609375	0.31640625	0.68359375	0.041796875	72.265625	0.60546875	0.133203125	29.296875	1855.46875	0.91796875	9.765625	1386.71875	0.53515625	0.143046875	197.265625	1777.34375	0.43359375	146.484375	19.53125	0.27734375	0.109296875	29.296875	3613.28125	0.48046875	0.855859375	0.970703125	0.757421875	0.987109375	0.762109375	0.642578125	0.963671875	0.719921875	0.517578125	0.808984375	0.783203125	0.776171875	0.701171875	0.883984375	0.884765625	0.973046875	0.505859375	15.234375	26.171875	57.421875	60.546875	55.859375	56.640625	83.203125	89.453125	26.171875	30.859375	69.921875	89.453125
sim14592	100	0.345703125	0.132851563	176.7578125	0.439453125	0.458984375	0.056210938	401.3671875	0.455078125	0.040742188	344.7265625	3212.890625	0.904296875	375.9765625	1083.984375	0.927734375	0.178554688	256.8359375	185.546875	0.486328125	268.5546875	3603.515625	0.767578125	0.078710938	325.1953125	4619.140625	0.916015625	0.759179688	0.712304688	0.964257813	0.834179688	0.844726563	0.790039063	0.936132813	0.991210938	0.559570313	0.911523438	0.709960938	0.930273438	0.773242188	0.866992188	0.989257813	0.862304688	0.694335938	58.7890625	3.7109375	16.2109375	68.5546875	0.1953125	50.1953125	90.8203125	85.7421875	34.5703125	62.6953125	35.3515625	85.7421875
sim14617	100	0.78125	0.194375	171.875	0.90625	0.78125	0.171875	15.625	0.34375	0.070625	453.125	4531.25	0.34375	171.875	3281.25	0.28125	0.025625	296.875	156.25	0.84375	484.375	4218.75	0.46875	0.126875	453.125	4531.25	0.03125	0.765625	0.746875	0.971875	0.821875	0.840625	0.671875	0.878125	0.990625	0.671875	0.971875	0.890625	0.953125	0.709375	0.803125	0.640625	0.971875	0.953125	34.375	34.375	65.625	28.125	3.125	59.375	3.125	84.375	59.375	96.875	34.375	90.625
sim14627	100	0.046875	0.1184375	101.5625	0.921875	0.046875	0.1409375	242.1875	0.640625	0.1634375	39.0625	234.375	0.046875	351.5625	1640.625	0.765625	0.1746875	414.0625	2109.375	0.359375	367.1875	3359.375	0.015625	0.1971875	54.6875	1015.625	0.796875	0.7234375	0.9859375	0.7703125	0.8921875	0.8171875	0.5078125	0.7796875	0.7140625	0.8515625	0.8265625	0.7734375	0.7515625	0.9953125	0.7421875	0.6484375	0.8734375	0.7734375	54.6875	20.3125	82.8125	26.5625	35.9375	32.8125	92.1875	85.9375	76.5625	54.6875	20.3125	92.1875
sim14645	100	0.578125	0.0903125	492.1875	0.953125	0.578125	0.0228125	320.3125	0.296875	0.1915625	85.9375	390.625	0.265625	117.1875	2734.375	0.984375	0.1353125	367.1875	1015.625	0.328125	414.0625	1328.125	0.421875	0.0565625	445.3125	4609.375	0.453125	0.9578125	0.8265625	0.7796875	0.8828125	0.9015625	0.6484375	0.7515625	0.9671875	0.7421875	0.8359375	0.5390625	0.8546875	0.7421875	0.9390625	0.7265625	0.9015625	0.7890625	76.5625	73.4375	4.6875	48.4375	14.0625	23.4375	70.3125	82.8125	67.1875	39.0625	98.4375	95.3125
sim14704	100	0.3046875	0.18734375	50.78125	0.9609375	0.3046875	0.12546875	308.59375	0.9765625	0.04671875	261.71875	4179.6875	0.4765625	97.65625	4648.4375	0.1015625	0.02984375	238.28125	4257.8125	0.7578125	214.84375	742.1875	0.4140625	0.11421875	425.78125	3398.4375	0.4296875	0.87109375	0.73046875	0.76328125	0.75390625	0.85234375	0.80078125	0.71640625	0.97890625	0.55078125	0.98828125	0.65234375	0.87578125	0.88515625	0.99296875	0.57421875	0.85703125	0.91796875	47.65625	19.53125	92.96875	10.15625	5.46875	47.65625	85.15625	75.78125	5.46875	92.96875	10.15625	96.09375
sim14756	100	0.87890625	0.123359375	177.734375	0.87109375	0.87890625	0.124765625	220.703125	0.68359375	0.091015625	212.890625	3105.46875	0.30078125	13.671875	4160.15625	0.12890625	0.037578125	21.484375	2832.03125	0.46484375	306.640625	292.96875	0.58203125	0.057265625	212.890625	3652.34375	0.01953125	0.729296875	0.926171875	0.722265625	0.794921875	0.703515625	0.548828125	0.731640625	0.839453125	0.615234375	0.984765625	0.880859375	0.787890625	0.787890625	0.741015625	0.927734375	0.909765625	0.615234375	79.296875	88.671875	69.921875	98.828125	33.203125	80.078125	76.953125	89.453125	14.453125	57.421875	35.546875	87.109375
sim14839	100	0.63671875	0.189453125	228.515625	0.76953125	0.63671875	0.143046875	287.109375	0.94140625	0.120546875	498.046875	1347.65625	0.23046875	251.953125	2167.96875	0.99609375	0.162734375	322.265625	761.71875	0.91015625	154.296875	2597.65625	0.98046875	0.075546875	333.984375	644.53125	0.65234375	0.886328125	0.755078125	0.729296875	0.956640625	0.968359375	0.763671875	0.794921875	0.874609375	0.791015625	0.823046875	0.501953125	0.982421875	0.748046875	0.996484375	0.845703125	0.888671875	0.689453125	23.828125	89.453125	53.515625	63.671875	2.734375	88.671875	94.921875	98.046875	93.359375	94.140625	45.703125	76.953125
sim14873	100	0.59375	0.171875	171.875	0.90625	0.78125	0.171875	15.625	0.34375	0.070625	453.125	4531.25	0.34375	171.875	3281.25	0.28125	0.025625	296.875	156.25	0.84375	484.375	4218.75	0.46875	0.126875	453.125	4531.25	0.03125	0.765625	0.746875	0.971875	0.821875	0.840625	0.671875	0.878125	0.990625	0.671875	0.971875	0.890625	0.953125	0.709375	0.803125	0.640625	0.971875	0.953125	34.375	34.375	65.625	28.125	3.125	59.375	3.125	84.375	59.375	96.875	34.375	90.625
sim14883	100	0.765625	0.1409375	101.5625	0.921875	0.046875	0.1409375	242.1875	0.640625	0.1634375	39.0625	234.375	0.046875	351.5625	1640.625	0.765625	0.1746875	414.0625	2109.375	0.359375	367.1875	3359.375	0.015625	0.1971875	54.6875	1015.625	0.796875	0.7234375	0.9859375	0.7703125	0.8921875	0.8171875	0.5078125	0.7796875	0.7140625	0.8515625	0.8265625	0.7734375	0.7515625	0.9953125	0.7421875	0.6484375	0.8734375	0.7734375	54.6875	20.3125	82.8125	26.5625	35.9375	32.8125	92.1875	85.9375	76.5625	54.6875	20.3125	92.1875
sim14901	100	0.671875	0.0228125	492.1875	0.953125	0.578125	0.0228125	320.3125	0.296875	0.1915625	85.9375	390.625	0.265625	117.1875	2734.375	0.984375	0.1353125	367.1875	1015.625	0.328125	414.0625	1328.125	0.421875	0.0565625	445.3125	4609.375	0.453125	0.9578125	0.8265625	0.7796875	0.8828125	0.9015625	0.6484375	0.7515625	0.9671875	0.7421875	0.8359375	0.5390625	0.8546875	0.7421875	0.9390625	0.7265625	0.9015625	0.7890625	76.5625	73.4375	4.6875	48.4375	14.0625	23.4375	70.3125	82.8125	67.1875	39.0625	98.4375	95.3125
sim14960	100	0.0546875	0.12546875	50.78125	0.9609375	0.3046875	0.12546875	308.59375	0.9765625	0.04671875	261.71875	4179.6875	0.4765625	97.65625	4648.4375	0.1015625	0.02984375	238.28125	4257.8125	0.7578125	214.84375	742.1875	0.4140625	0.11421875	425.78125	3398.4375	0.4296875	0.87109375	0.73046875	0.76328125	0.75390625	0.85234375	0.80078125	0.71640625	0.97890625	0.55078125	0.98828125	0.65234375	0.87578125	0.88515625	0.99296875	0.57421875	0.85703125	0.91796875	47.65625	19.53125	92.96875	10.15625	5.46875	47.65625	85.15625	75.78125	5.46875	92.96875	10.15625	96.09375
sim15012	100	0.14453125	0.124765625	177.734375	0.87109375	0.87890625	0.124765625	220.703125	0.68359375	0.091015625	212.890625	3105.46875	0.30078125	13.671875	4160.15625	0.12890625	0.037578125	21.484375	2832.03125	0.46484375	306.640625	292.96875	0.58203125	0.057265625	212.890625	3652.34375	0.01953125	0.729296875	0.926171875	0.722265625	0.794921875	0.703515625	0.548828125	0.731640625	0.839453125	0.615234375	0.984765625	0.880859375	0.787890625	0.787890625	0.741015625	0.927734375	0.909765625	0.615234375	79.296875	88.671875	69.921875	98.828125	33.203125	80.078125	76.953125	89.453125	14.453125	57.421875	35.546875	87.109375
sim15095	100	0.93359375	0.143046875	228.515625	0.76953125	0.63671875	0.143046875	287.109375	0.94140625	0.120546875	498.046875	1347.65625	0.23046875	251.953125	2167.96875	0.99609375	0.162734375	322.265625	761.71875	0.91015625	154.296875	2597.65625	0.98046875	0.075546875	333.984375	644.53125	0.65234375	0.886328125	0.755078125	0.729296875	0.956640625	0.968359375	0.763671875	0.794921875	0.874609375	0.791015625	0.823046875	0.501953125	0.982421875	0.748046875	0.996484375	0.845703125	0.888671875	0.689453125	23.828125	89.453125	53.515625	63.671875	2.734375	88.671875	94.921875	98.046875	93.359375	94.140625	45.703125	76.953125
sim15129	100	0.59375	0.194375	15.625	0.90625	0.78125	0.171875	15.625	0.34375	0.070625	453.125	4531.25	0.34375	171.875	3281.25	0.28125	0.025625	296.875	156.25	0.84375	484.375	4218.75	0.46875	0.126875	453.125	4531.25	0.03125	0.765625	0.746875	0.971875	0.821875	0.840625	0.671875	0.878125	0.990625	0.671875	0.971875	0.890625	0.953125	0.709375	0.803125	0.640625	0.971875	0.953125	34.375	34.375	65.625	28.125	3.125	59.375	3.125	84.375	59.375	96.875	34.375	90.625
sim15139	100	0.765625	0.1184375	242.1875	0.921875	0.046875	0.1409375	242.1875	0.640625	0.1634375	39.0625	234.375	0.046875	351.5625	1640.625	0.765625	0.1746875	414.0625	2109.375	0.359375	367.1875	3359.375	0.015625	0.1971875	54.6875	1015.625	0.796875	0.7234375	0.9859375	0.7703125	0.8921875	0.8171875	0.5078125	0.7796875	0.7140625	0.8515625	0.8265625	0.7734375	0.7515625	0.9953125	0.7421875	0.6484375	0.8734375	0.7734375	54.6875	20.3125	82.8125	26.5625	35.9375	32.8125	92.1875	85.9375	76.5625	54.6875	20.3125	92.1875
sim15157	100	0.671875	0.0903125	320.3125	0.953125	0.578125	0.0228125	320.3125	0.296875	0.1915625	85.9375	390.625	0.265625	117.1875	2734.375	0.984375	0.1353125	367.1875	1015.625	0.328125	414.0625	1328.125	0.421875	0.0565625	445.3125	4609.375	0.453125	0.9578125	0.8265625	0.7796875	0.8828125	0.9015625	0.6484375	0.7515625	0.9671875	0.7421875	0.8359375	0.5390625	0.8546875	0.7421875	0.9390625	0.7265625	0.9015625	0.7890625	76.5625	73.4375	4.6875	48.4375	14.0625	23.4375	70.3125	82.8125	67.1875	39.0625	98.4375	95.3125
sim15216	100	0.0546875	0.18734375	308.59375	0.9609375	0.3046875	0.12546875	308.59375	0.9765625	0.04671875	261.71875	4179.6875	0.4765625	97.65625	4648.4375	0.1015625	0.02984375	238.28125	4257.8125	0.7578125	214.84375	742.1875	0.4140625	0.11421875	425.78125	3398.4375	0.4296875	0.87109375	0.73046875	0.76328125	0.75390625	0.85234375	0.80078125	0.71640625	0.97890625	0.55078125	0.98828125	0.65234375	0.87578125	0.88515625	0.99296875	0.57421875	0.85703125	0.91796875	47.65625	19.53125	92.96875	10.15625	5.46875	47.65625	85.15625	75.78125	5.46875	92.96875	10.15625	96.09375
sim15268	100	0.14453125	0.123359375	220.703125	0.87109375	0.87890625	0.124765625	220.703125	0.68359375	0.091015625	212.890625	3105.46875	0.30078125	13.671875	4160.15625	0.12890625	0.037578125	21.484375	2832.03125	0.46484375	306.640625	292.96875	0.58203125	0.057265625	212.890625	3652.34375	0.01953125	0.729296875	0.926171875	0.722265625	0.794921875	0.703515625	0.548828125	0.731640625	0.839453125	0.615234375	0.984765625	0.880859375	0.787890625	0.787890625	0.741015625	0.927734375	0.909765625	0.615234375	79.296875	88.671875	69.921875	98.828125	33.203125	80.078125	76.953125	89.453125	14.453125	57.421875	35.546875	87.109375
sim15351	100	0.93359375	0.189453125	287.109375	0.76953125	0.63671875	0.143046875	287.109375	0.94140625	0.120546875	498.046875	1347.65625	0.23046875	251.953125	2167.96875	0.99609375	0.162734375	322.265625	761.71875	0.91015625	154.296875	2597.65625	0.98046875	0.075546875	333.984375	644.53125	0.65234375	0.886328125	0.755078125	0.729296875	0.956640625	0.968359375	0.763671875	0.794921875	0.874609375	0.791015625	0.823046875	0.501953125	0.982421875	0.748046875	0.996484375	0.845703125	0.888671875	0.689453125	23.828125	89.453125	53.515625	63.671875	2.734375	88.671875	94.921875	98.046875	93.359375	94.140625	45.703125	76.953125
sim15385	100	0.59375	0.194375	171.875	0.34375	0.78125	0.171875	15.625	0.34375	0.070625	453.125	4531.25	0.34375	171.875	3281.25	0.28125	0.025625	296.875	156.25	0.84375	484.375	4218.75	0.46875	0.126875	453.125	4531.25	0.03125	0.765625	0.746875	0.971875	0.821875	0.840625	0.671875	0.878125	0.990625	0.671875	0.971875	0.890625	0.953125	0.709375	0.803125	0.640625	0.971875	0.953125	34.375	34.375	65.625	28.125	3.125	59.375	3.125	84.375	59.375	96.875	34.375	90.625
sim15395	100	0.765625	0.1184375	101.5625	0.640625	0.046875	0.1409375	242.1875	0.640625	0.1634375	39.0625	234.375	0.046875	351.5625	1640.625	0.765625	0.1746875	414.0625	2109.375	0.359375	367.1875	3359.375	0.015625	0.1971875	54.6875	1015.625	0.796875	0.7234375	0.9859375	0.7703125	0.8921875	0.8171875	0.5078125	0.7796875	0.7140625	0.8515625	0.8265625	0.7734375	0.7515625	0.9953125	0.7421875	0.6484375	0.8734375	0.7734375	54.6875	20.3125	82.8125	26.5625	35.9375	32.8125	92.1875	85.9375	76.5625	54.6875	20.3125	92.1875
sim15413	100	0.671875	0.0903125	492.1875	0.296875	0.578125	0.0228125	320.3125	0.296875	0.1915625	85.9375	390.625	0.265625	117.1875	2734.375	0.984375	0.1353125	367.1875	1015.625	0.328125	414.0625	1328.125	0.421875	0.0565625	445.3125	4609.375	0.453125	0.9578125	0.8265625	0.7796875	0.8828125	0.9015625	0.6484375	0.7515625	0.9671875	0.7421875	0.8359375	0.5390625	0.8546875	0.7421875	0.9390625	0.7265625	0.9015625	0.7890625	76.5625	73.4375	4.6875	48.4375	14.0625	23.4375	70.3125	82.8125	67.1875	39.0625	98.4375	95.3125
sim15472	100	0.0546875	0.18734375	50.78125	0.9765625	0.3046875	0.12546875	308.59375	0.9765625	0.04671875	261.71875	4179.6875	0.4765625	97.65625	4648.4375	0.1015625	0.02984375	238.28125	4257.8125	0.7578125	214.84375	742.1875	0.4140625	0.11421875	425.78125	3398.4375	0.4296875	0.87109375	0.73046875	0.76328125	0.75390625	0.85234375	0.80078125	0.71640625	0.97890625	0.55078125	0.98828125	0.65234375	0.87578125	0.88515625	0.99296875	0.57421875	0.85703125	0.91796875	47.65625	19.53125	92.96875	10.15625	5.46875	47.65625	85.15625	75.78125	5.46875	92.96875	10.15625	96.09375
sim15524	100	0.14453125	0.123359375	177.734375	0.68359375	0.87890625	0.124765625	220.703125	0.68359375	0.091015625	212.890625	3105.46875	0.30078125	13.671875	4160.15625	0.12890625	0.037578125	21.484375	2832.03125	0.46484375	306.640625	292.96875	0.58203125	0.057265625	212.890625	3652.34375	0.01953125	0.729296875	0.926171875	0.722265625	0.794921875	0.703515625	0.548828125	0.731640625	0.839453125	0.615234375	0.984765625	0.880859375	0.787890625	0.787890625	0.741015625	0.927734375	0.909765625	0.615234375	79.296875	88.671875	69.921875	98.828125	33.203125	80.078125	76.953125	89.453125	14.453125	57.421875	35.546875	87.109375
sim15607	100	0.93359375	0.189453125	228.515625	0.94140625	0.63671875	0.143046875	287.109375	0.94140625	0.120546875	498.046875	1347.65625	0.23046875	251.953125	2167.96875	0.99609375	0.162734375	322.265625	761.71875	0.91015625	154.296875	2597.65625	0.98046875	0.075546875	333.984375	644.53125	0.65234375	0.886328125	0.755078125	0.729296875	0.956640625	0.968359375	0.763671875	0.794921875	0.874609375	0.791015625	0.823046875	0.501953125	0.982421875	0.748046875	0.996484375	0.845703125	0.888671875	0.689453125	23.828125	89.453125	53.515625	63.671875	2.734375	88.671875	94.921875	98.046875	93.359375	94.140625	45.703125	76.953125
sim15641	100	0.59375	0.194375	171.875	0.90625	0.28125	0.171875	15.625	0.34375	0.070625	453.125	4531.25	0.34375	171.875	3281.25	0.28125	0.025625	296.875	156.25	0.84375	484.375	4218.75	0.46875	0.126875	453.125	4531.25	0.03125	0.765625	0.746875	0.971875	0.821875	0.840625	0.671875	0.878125	0.990625	0.671875	0.971875	0.890625	0.953125	0.709375	0.803125	0.640625	0.971875	0.953125	34.375	34.375	65.625	28.125	3.125	59.375	3.125	84.375	59.375	96.875	34.375	90.625
sim15651	100	0.765625	0.1184375	101.5625	0.921875	0.796875	0.1409375	242.1875	0.640625	0.1634375	39.0625	234.375	0.046875	351.5625	1640.625	0.765625	0.1746875	414.0625	2109.375	0.359375	367.1875	3359.375	0.015625	0.1971875	54.6875	1015.625	0.796875	0.7234375	0.9859375	0.7703125	0.8921875	0.8171875	0.5078125	0.7796875	0.7140625	0.8515625	0.8265625	0.7734375	0.7515625	0.9953125	0.7421875	0.6484375	0.8734375	0.7734375	54.6875	20.3125	82.8125	26.5625	35.9375	32.8125	92.1875	85.9375	76.5625	54.6875	20.3125	92.1875
sim15669	100	0.671875	0.0903125	492.1875	0.953125	0.953125	0.0228125	320.3125	0.296875	0.1915625	85.9375	390.625	0.265625	117.1875	2734.375	0.984375	0.1353125	367.1875	1015.625	0.328125	414.0625	1328.125	0.421875	0.0565625	445.3125	4609.375	0.453125	0.9578125	0.8265625	0.7796875	0.8828125	0.9015625	0.6484375	0.7515625	0.9671875	0.7421875	0.8359375	0.5390625	0.8546875	0.7421875	0.9390625	0.7265625	0.9015625	0.7890625	76.5625	73.4375	4.6875	48.4375	14.0625	23.4375	70.3125	82.8125	67.1875	39.0625	98.4375	95.3125
sim15728	100	0.0546875	0.18734375	50.78125	0.9609375	0.1484375	0.12546875	308.59375	0.9765625	0.04671875	261.71875	4179.6875	0.4765625	97.65625	4648.4375	0.1015625	0.02984375	238.28125	4257.8125	0.7578125	214.84375	742.1875	0.4140625	0.11421875	425.78125	3398.4375	0.4296875	0.87109375	0.73046875	0.76328125	0.75390625	0.85234375	0.80078125	0.71640625	0.97890625	0.55078125	0.98828125	0.65234375	0.87578125	0.88515625	0.99296875	0.57421875	0.85703125	0.91796875	47.65625	19.53125	92.96875	10.15625	5.46875	47.65625	85.15625	75.78125	5.46875	92.96875	10.15625	96.09375
sim15774	100	0.47265625	0.182421875	107.421875	0.85546875	0.87890625	0.178203125	9.765625	0.32421875	0.178203125	283.203125	2402.34375	0.09765625	458.984375	800.78125	0.67578125	0.164140625	138.671875	4785.15625	0.94921875	423.828125	2402.34375	0.91015625	0.076953125	298.828125	2011.71875	0.75390625	0.762109375	0.733984375	0.933203125	0.883984375	0.736328125	0.634765625	0.933203125	0.853515625	0.919921875	0.839453125	0.763671875	0.923828125	0.923828125	0.811328125	0.935546875	0.942578125	0.685546875	12.109375	55.859375	80.859375	94.140625	0.390625	0.390625	12.890625	87.890625	47.265625	90.234375	21.484375	85.546875
sim15780	100	0.14453125	0.123359375	177.734375	0.87109375	0.39453125	0.124765625	220.703125	0.68359375	0.091015625	212.890625	3105.46875	0.30078125	13.671875	4160.15625	0.12890625	0.037578125	21.484375	2832.03125	0.46484375	306.640625	292.96875	0.58203125	0.057265625	212.890625	3652.34375	0.01953125	0.729296875	0.926171875	0.722265625	0.794921875	0.703515625	0.548828125	0.731640625	0.839453125	0.615234375	0.984765625	0.880859375	0.787890625	0.787890625	0.741015625	0.927734375	0.909765625	0.615234375	79.296875	88.671875	69.921875	98.828125	33.203125	80.078125	76.953125	89.453125	14.453125	57.421875	35.546875	87.109375
sim15863	100	0.93359375	0.189453125	228.515625	0.76953125	0.55859375	0.143046875	287.109375	0.94140625	0.120546875	498.046875	1347.65625	0.23046875	251.953125	2167.96875	0.99609375	0.162734375	322.265625	761.71875	0.91015625	154.296875	2597.65625	0.98046875	0.075546875	333.984375	644.53125	0.65234375	0.886328125	0.755078125	0.729296875	0.956640625	0.968359375	0.763671875	0.794921875	0.874609375	0.791015625	0.823046875	0.501953125	0.982421875	0.748046875	0.996484375	0.845703125	0.888671875	0.689453125	23.828125	89.453125	53.515625	63.671875	2.734375	88.671875	94.921875	98.046875	93.359375	94.140625	45.703125	76.953125
sim15897	100	0.59375	0.194375	171.875	0.90625	0.78125	0.183125	15.625	0.34375	0.070625	453.125	4531.25	0.34375	171.875	3281.25	0.28125	0.025625	296.875	156.25	0.84375	484.375	4218.75	0.46875	0.126875	453.125	4531.25	0.03125	0.765625	0.746875	0.971875	0.821875	0.840625	0.671875	0.878125	0.990625	0.671875	0.971875	0.890625	0.953125	0.709375	0.803125	0.640625	0.971875	0.953125	34.375	34.375	65.625	28.125	3.125	59.375	3.125	84.375	59.375	96.875	34.375	90.625
sim15907	100	0.765625	0.1184375	101.5625	0.921875	0.046875	0.0340625	242.1875	0.640625	0.1634375	39.0625	234.375	0.046875	351.5625	1640.625	0.765625	0.1746875	414.0625	2109.375	0.359375	367.1875	3359.375	0.015625	0.1971875	54.6875	1015.625	0.796875	0.7234375	0.9859375	0.7703125	0.8921875	0.8171875	0.5078125	0.7796875	0.7140625	0.8515625	0.8265625	0.7734375	0.7515625	0.9953125	0.7421875	0.6484375	0.8734375	0.7734375	54.6875	20.3125	82.8125	26.5625	35.9375	32.8125	92.1875	85.9375	76.5625	54.6875	20.3125	92.1875
sim15925	100	0.671875	0.0903125	492.1875	0.953125	0.578125	0.0509375	320.3125	0.296875	0.1915625	85.9375	390.625	0.265625	117.1875	2734.375	0.984375	0.1353125	367.1875	1015.625	0.328125	414.0625	1328.125	0.421875	0.0565625	445.3125	4609.375	0.453125	0.9578125	0.8265625	0.7796875	0.8828125	0.9015625	0.6484375	0.7515625	0.9671875	0.7421875	0.8359375	0.5390625	0.8546875	0.7421875	0.9390625	0.7265625	0.9015625	0.7890625	76.5625	73.4375	4.6875	48.4375	14.0625	23.4375	70.3125	82.8125	67.1875	39.0625	98.4375	95.3125
sim15984	100	0.0546875	0.18734375	50.78125	0.9609375	0.3046875	0.11421875	308.59375	0.9765625	0.04671875	261.71875	4179.6875	0.4765625	97.65625	4648.4375	0.1015625	0.02984375	238.28125	4257.8125	0.7578125	214.84375	742.1875	0.4140625	0.11421875	425.78125	3398.4375	0.4296875	0.87109375	0.73046875	0.76328125	0.75390625	0.85234375	0.80078125	0.71640625	0.97890625	0.55078125	0.98828125	0.65234375	0.87578125	0.88515625	0.99296875	0.57421875	0.85703125	0.91796875	47.65625	19.53125	92.96875	10.15625	5.46875	47.65625	85.15625	75.78125	5.46875	92.96875	10.15625	96.09375
sim16036	100	0.14453125	0.123359375	177.734375	0.87109375	0.87890625	0.096640625	220.703125	0.68359375	0.091015625	212.890625	3105.46875	0.30078125	13.671875	4160.15625	0.12890625	0.037578125	21.484375	2832.03125	0.46484375	306.640625	292.96875	0.58203125	0.057265625	212.890625	3652.34375	0.01953125	0.729296875	0.926171875	0.722265625	0.794921875	0.703515625	0.548828125	0.731640625	0.839453125	0.615234375	0.984765625	0.880859375	0.787890625	0.787890625	0.741015625	0.927734375	0.909765625	0.615234375	79.296875	88.671875	69.921875	98.828125	33.203125	80.078125	76.953125	89.453125	14.453125	57.421875	35.546875	87.109375
sim16119	100	0.93359375	0.189453125	228.515625	0.76953125	0.63671875	0.199296875	287.109375	0.94140625	0.120546875	498.046875	1347.65625	0.23046875	251.953125	2167.96875	0.99609375	0.162734375	322.265625	761.71875	0.91015625	154.296875	2597.65625	0.98046875	0.075546875	333.984375	644.53125	0.65234375	0.886328125	0.755078125	0.729296875	0.956640625	0.968359375	0.763671875	0.794921875	0.874609375	0.791015625	0.823046875	0.501953125	0.982421875	0.748046875	0.996484375	0.845703125	0.888671875	0.689453125	23.828125	89.453125	53.515625	63.671875	2.734375	88.671875	94.921875	98.046875	93.359375	94.140625	45.703125	76.953125
sim16153	100	0.59375	0.194375	171.875	0.90625	0.78125	0.171875	453.125	0.34375	0.070625	453.125	4531.25	0.34375	171.875	3281.25	0.28125	0.025625	296.875	156.25	0.84375	484.375	4218.75	0.46875	0.126875	453.125	4531.25	0.03125	0.765625	0.746875	0.971875	0.821875	0.840625	0.671875	0.878125	0.990625	0.671875	0.971875	0.890625	0.953125	0.709375	0.803125	0.640625	0.971875	0.953125	34.375	34.375	65.625	28.125	3.125	59.375	3.125	84.375	59.375	96.875	34.375	90.625
sim16163	100	0.765625	0.1184375	101.5625	0.921875	0.046875	0.1409375	23.4375	0.640625	0.1634375	39.0625	234.375	0.046875	351.5625	1640.625	0.765625	0.1746875	414.0625	2109.375	0.359375	367.1875	3359.375	0.015625	0.1971875	54.6875	1015.625	0.796875	0.7234375	0.9859375	0.7703125	0.8921875	0.8171875	0.5078125	0.7796875	0.7140625	0.8515625	0.8265625	0.7734375	0.7515625	0.9953125	0.7421875	0.6484375	0.8734375	0.7734375	54.6875	20.3125	82.8125	26.5625	35.9375	32.8125	92.1875	85.9375	76.5625	54.6875	20.3125	92.1875
sim16181	100	0.671875	0.0903125	492.1875	0.953125	0.578125	0.0228125	39.0625	0.296875	0.1915625	85.9375	390.625	0.265625	117.1875	2734.375	0.984375	0.1353125	367.1875	1015.625	0.328125	414.0625	1328.125	0.421875	0.0565625	445.3125	4609.375	0.453125	0.9578125	0.8265625	0.7796875	0.8828125	0.9015625	0.6484375	0.7515625	0.9671875	0.7421875	0.8359375	0.5390625	0.8546875	0.7421875	0.9390625	0.7265625	0.9015625	0.7890625	76.5625	73.4375	4.6875	48.4375	14.0625	23.4375	70.3125	82.8125	67.1875	39.0625	98.4375	95.3125
sim16240	100	0.0546875	0.18734375	50.78125	0.9609375	0.3046875	0.12546875	417.96875	0.9765625	0.04671875	261.71875	4179.6875	0.4765625	97.65625	4648.4375	0.1015625	0.02984375	238.28125	4257.8125	0.7578125	214.84375	742.1875	0.4140625	0.11421875	425.78125	3398.4375	0.4296875	0.87109375	0.73046875	0.76328125	0.75390625	0.85234375	0.80078125	0.71640625	0.97890625	0.55078125	0.98828125	0.65234375	0.87578125	0.88515625	0.99296875	0.57421875	0.85703125	0.91796875	47.65625	19.53125	92.96875	10.15625	5.46875	47.65625	85.15625	75.78125	5.46875	92.96875	10.15625	96.09375
