Simulation,Risk_Percentage
sim13082,0.0
sim13083,0.0
sim13084,0.0
sim13085,0.0
sim13086,0.0
sim13087,66.66666666666666
sim13088,88.88888888888889
sim13089,0.0
sim13090,0.0
sim13091,77.77777777777779
sim13092,0.0
sim13093,11.11111111111111
sim13094,0.0
sim13095,0.0
sim13096,77.77777777777779
sim13097,11.11111111111111
sim13098,0.0
sim13099,0.0
sim13100,0.0
sim13101,0.0
sim13102,77.77777777777779
sim13103,0.0
sim13104,0.0
sim13105,0.0
sim13106,0.0
sim13107,100.0
sim13108,0.0
sim13109,55.55555555555556
sim13110,0.0
sim13111,0.0
sim13112,0.0
sim13113,0.0
sim13114,33.33333333333333
sim13115,0.0
sim13116,0.0
sim13117,22.22222222222222
sim13118,11.11111111111111
sim13119,0.0
sim13120,0.0
sim13121,100.0
sim13122,0.0
sim13123,0.0
sim13124,0.0
sim13125,0.0
sim13126,11.11111111111111
sim13127,11.11111111111111
sim13128,0.0
sim13129,0.0
sim13130,66.66666666666666
sim13131,0.0
sim13132,44.44444444444444
sim13133,0.0
sim13134,0.0
sim13135,0.0
sim13136,0.0
sim13137,88.88888888888889
sim13138,55.55555555555556
sim13139,0.0
sim13140,11.11111111111111
sim13141,33.33333333333333
sim13142,0.0
sim13143,66.66666666666666
sim13144,0.0
sim13145,0.0
sim13146,0.0
sim13147,0.0
sim13148,66.66666666666666
sim13149,0.0
sim13150,0.0
sim13151,11.11111111111111
sim13152,77.77777777777779
sim13153,0.0
sim13154,0.0
sim13155,33.33333333333333
sim13156,0.0
sim13157,0.0
sim13158,11.11111111111111
sim13159,0.0
sim13160,0.0
sim13161,0.0
sim13162,0.0
sim13163,44.44444444444444
sim13164,0.0
sim13165,88.88888888888889
sim13166,0.0
sim13167,0.0
sim13168,100.0
sim13169,0.0
sim13170,0.0
sim13171,44.44444444444444
sim13172,0.0
sim13173,0.0
sim13174,33.33333333333333
sim13175,0.0
sim13176,0.0
sim13177,22.22222222222222
sim13178,0.0
sim13179,0.0
sim13180,0.0
sim13181,0.0
sim13182,0.0
sim13183,0.0
sim13184,0.0
sim13185,0.0
sim13186,11.11111111111111
sim13187,11.11111111111111
sim13188,0.0
sim13189,100.0
sim13190,0.0
sim13191,0.0
sim13192,33.33333333333333
sim13193,0.0
sim13194,0.0
sim13195,0.0
sim13196,0.0
sim13197,0.0
sim13198,44.44444444444444
sim13199,0.0
sim13200,0.0
sim13201,0.0
sim13202,0.0
sim13203,22.22222222222222
sim13204,0.0
sim13205,55.55555555555556
sim13206,0.0
sim13207,0.0
sim13208,88.88888888888889
sim13209,0.0
sim13210,0.0
sim13211,33.33333333333333
sim13212,0.0
sim13213,0.0
sim13214,33.33333333333333
sim13215,0.0
sim13216,0.0
sim13217,22.22222222222222
sim13218,77.77777777777779
sim13219,0.0
sim13220,77.77777777777779
sim13221,0.0
sim13222,0.0
sim13223,44.44444444444444
sim13224,0.0
sim13225,88.88888888888889
sim13226,0.0
sim13227,0.0
sim13228,0.0
sim13229,0.0
sim13230,0.0
sim13231,33.33333333333333
sim13232,0.0
sim13233,0.0
sim13234,0.0
sim13235,0.0
sim13236,100.0
sim13237,0.0
sim13238,0.0
sim13239,0.0
sim13240,0.0
sim13241,22.22222222222222
sim13242,11.11111111111111
sim13243,0.0
sim13244,33.33333333333333
sim13245,0.0
sim13246,0.0
sim13247,55.55555555555556
sim13248,33.33333333333333
sim13249,77.77777777777779
sim13250,0.0
sim13251,0.0
sim13252,0.0
sim13253,0.0
sim13254,77.77777777777779
sim13255,0.0
sim13256,0.0
sim13257,0.0
sim13258,0.0
sim13259,66.66666666666666
sim13260,0.0
sim13261,11.11111111111111
sim13262,0.0
sim13263,0.0
sim13264,22.22222222222222
sim13265,0.0
sim13266,11.11111111111111
sim13267,0.0
sim13268,0.0
sim13269,44.44444444444444
sim13270,88.88888888888889
sim13271,0.0
sim13272,0.0
sim13273,0.0
sim13274,0.0
sim13275,66.66666666666666
sim13276,0.0
sim13277,55.55555555555556
sim13278,11.11111111111111
sim13279,0.0
sim13280,0.0
sim13281,0.0
sim13282,0.0
sim13283,0.0
sim13284,77.77777777777779
sim13285,0.0
sim13286,0.0
sim13287,100.0
sim13288,0.0
sim13289,0.0
sim13290,66.66666666666666
sim13291,0.0
sim13292,44.44444444444444
sim13293,0.0
sim13294,0.0
sim13295,0.0
sim13296,0.0
sim13297,22.22222222222222
sim13298,0.0
sim13299,0.0
sim13300,0.0
sim13301,0.0
sim13302,0.0
sim13303,100.0
sim13304,0.0
sim13305,22.22222222222222
sim13306,33.33333333333333
sim13307,0.0
sim13308,0.0
sim13309,0.0
sim13310,0.0
sim13311,0.0
sim13312,0.0
sim13313,0.0
sim13314,0.0
sim13315,0.0
sim13316,0.0
sim13317,22.22222222222222
sim13318,0.0
sim13319,22.22222222222222
sim13320,0.0
sim13321,0.0
sim13322,0.0
sim13323,77.77777777777779
sim13324,0.0
sim13325,0.0
sim13326,0.0
sim13327,44.44444444444444
sim13328,0.0
sim13329,100.0
sim13330,0.0
sim13331,0.0
sim13332,0.0
sim13333,44.44444444444444
sim13334,55.55555555555556
sim13335,0.0
sim13336,0.0
sim13337,44.44444444444444
sim13338,0.0
sim13339,0.0
sim13340,0.0
sim13341,77.77777777777779
sim13342,0.0
sim13343,77.77777777777779
sim13344,55.55555555555556
sim13345,0.0
sim13346,0.0
sim13347,33.33333333333333
sim13348,0.0
sim13349,0.0
sim13350,0.0
sim13351,100.0
sim13352,0.0
sim13353,77.77777777777779
sim13354,0.0
sim13355,44.44444444444444
sim13356,0.0
sim13357,0.0
sim13358,0.0
sim13359,11.11111111111111
sim13360,0.0
sim13361,44.44444444444444
sim13362,0.0
sim13363,44.44444444444444
sim13364,0.0
sim13365,55.55555555555556
sim13366,0.0
sim13367,0.0
sim13368,0.0
sim13369,44.44444444444444
sim13370,0.0
sim13371,44.44444444444444
sim13372,0.0
sim13373,77.77777777777779
sim13374,0.0
sim13375,0.0
sim13376,11.11111111111111
sim13377,0.0
sim13378,77.77777777777779
sim13379,0.0
sim13380,0.0
sim13381,0.0
sim13382,100.0
sim13383,0.0
sim13384,0.0
sim13385,0.0
sim13386,33.33333333333333
sim13387,0.0
sim13388,33.33333333333333
sim13389,0.0
sim13390,44.44444444444444
sim13391,0.0
sim13392,44.44444444444444
sim13393,0.0
sim13394,55.55555555555556
sim13395,0.0
sim13396,66.66666666666666
sim13397,55.55555555555556
sim13398,11.11111111111111
sim13399,0.0
sim13400,22.22222222222222
sim13401,0.0
sim13402,0.0
sim13403,0.0
sim13404,77.77777777777779
sim13405,0.0
sim13406,0.0
sim13407,0.0
sim13408,0.0
sim13409,0.0
sim13410,0.0
sim13411,11.11111111111111
sim13412,33.33333333333333
sim13413,0.0
sim13414,11.11111111111111
sim13415,0.0
sim13416,0.0
sim13417,0.0
sim13418,66.66666666666666
sim13419,0.0
sim13420,0.0
sim13421,0.0
sim13422,77.77777777777779
sim13423,0.0
sim13424,88.88888888888889
sim13425,0.0
sim13426,0.0
sim13427,0.0
sim13428,88.88888888888889
sim13429,0.0
sim13430,0.0
sim13431,0.0
sim13432,44.44444444444444
sim13433,0.0
sim13434,44.44444444444444
sim13435,0.0
sim13436,11.11111111111111
sim13437,0.0
sim13438,0.0
sim13439,0.0
sim13440,11.11111111111111
sim13441,0.0
sim13442,33.33333333333333
sim13443,0.0
sim13444,66.66666666666666
sim13445,0.0
sim13446,44.44444444444444
sim13447,0.0
sim13448,88.88888888888889
sim13449,0.0
sim13450,0.0
sim13451,0.0
sim13452,55.55555555555556
sim13453,0.0
sim13454,0.0
sim13455,0.0
sim13456,0.0
sim13457,22.22222222222222
sim13458,66.66666666666666
sim13459,0.0
sim13460,0.0
sim13461,0.0
sim13462,77.77777777777779
sim13463,0.0
sim13464,11.11111111111111
sim13465,0.0
sim13466,11.11111111111111
sim13467,0.0
sim13468,0.0
sim13469,0.0
sim13470,44.44444444444444
sim13471,0.0
sim13472,66.66666666666666
sim13473,0.0
sim13474,0.0
sim13475,0.0
sim13476,33.33333333333333
sim13477,0.0
sim13478,0.0
sim13479,22.22222222222222
sim13480,55.55555555555556
sim13481,0.0
sim13482,0.0
sim13483,0.0
sim13484,44.44444444444444
sim13485,0.0
sim13486,44.44444444444444
sim13487,0.0
sim13488,44.44444444444444
sim13489,0.0
sim13490,44.44444444444444
sim13491,0.0
sim13492,0.0
sim13493,0.0
sim13494,22.22222222222222
sim13495,0.0
sim13496,0.0
sim13497,0.0
sim13498,77.77777777777779
sim13499,0.0
sim13500,33.33333333333333
sim13501,0.0
sim13502,88.88888888888889
sim13503,0.0
sim13504,0.0
sim13505,100.0
sim13506,0.0
sim13507,0.0
sim13508,0.0
sim13509,44.44444444444444
sim13510,0.0
sim13511,0.0
sim13512,0.0
sim13513,77.77777777777779
sim13514,0.0
sim13515,22.22222222222222
sim13516,0.0
sim13517,77.77777777777779
sim13518,0.0
sim13519,33.33333333333333
sim13520,0.0
sim13521,0.0
sim13522,55.55555555555556
sim13523,0.0
sim13524,0.0
sim13525,55.55555555555556
sim13526,0.0
sim13527,11.11111111111111
sim13528,0.0
sim13529,0.0
sim13530,0.0
sim13531,100.0
sim13532,0.0
sim13533,0.0
sim13534,0.0
sim13535,11.11111111111111
sim13536,0.0
sim13537,44.44444444444444
sim13538,0.0
sim13539,100.0
sim13540,44.44444444444444
sim13541,0.0
sim13542,0.0
sim13543,0.0
sim13544,0.0
sim13545,0.0
sim13546,0.0
sim13547,0.0
sim13548,0.0
sim13549,100.0
sim13550,0.0
sim13551,11.11111111111111
sim13552,0.0
sim13553,0.0
sim13554,0.0
sim13555,44.44444444444444
sim13556,0.0
sim13557,0.0
sim13558,0.0
sim13559,100.0
sim13560,0.0
sim13561,11.11111111111111
sim13562,0.0
sim13563,22.22222222222222
sim13564,0.0
sim13565,0.0
sim13566,0.0
sim13567,44.44444444444444
sim13568,0.0
sim13569,0.0
sim13570,44.44444444444444
sim13571,0.0
sim13572,33.33333333333333
sim13573,0.0
sim13574,0.0
sim13575,0.0
sim13576,0.0
sim13577,0.0
sim13578,0.0
sim13579,0.0
sim13580,22.22222222222222
sim13581,0.0
sim13582,0.0
sim13583,77.77777777777779
sim13584,0.0
sim13585,77.77777777777779
sim13586,55.55555555555556
sim13587,0.0
sim13588,0.0
sim13589,0.0
sim13590,44.44444444444444
sim13591,0.0
sim13592,0.0
sim13593,55.55555555555556
sim13594,0.0
sim13595,0.0
sim13596,0.0
sim13597,0.0
sim13598,0.0
sim13599,100.0
sim13600,88.88888888888889
sim13601,0.0
sim13602,0.0
sim13603,77.77777777777779
sim13604,0.0
sim13605,11.11111111111111
sim13606,0.0
sim13607,0.0
sim13608,77.77777777777779
sim13609,22.22222222222222
sim13610,0.0
sim13611,0.0
sim13612,0.0
sim13613,0.0
sim13614,100.0
sim13615,0.0
sim13616,0.0
sim13617,0.0
sim13618,0.0
sim13619,100.0
sim13620,0.0
sim13621,66.66666666666666
sim13622,0.0
sim13623,0.0
sim13624,0.0
sim13625,0.0
sim13626,0.0
sim13627,44.44444444444444
sim13628,0.0
sim13629,22.22222222222222
sim13630,44.44444444444444
sim13631,0.0
sim13632,0.0
sim13633,77.77777777777779
sim13634,0.0
sim13635,0.0
sim13636,0.0
sim13637,0.0
sim13638,11.11111111111111
sim13639,11.11111111111111
sim13640,0.0
sim13641,0.0
sim13642,66.66666666666666
sim13643,0.0
sim13644,77.77777777777779
sim13645,0.0
sim13646,0.0
sim13647,0.0
sim13648,0.0
sim13649,77.77777777777779
sim13650,44.44444444444444
sim13651,0.0
sim13652,0.0
sim13653,44.44444444444444
sim13654,0.0
sim13655,77.77777777777779
sim13656,0.0
sim13657,0.0
sim13658,0.0
sim13659,0.0
sim13660,100.0
sim13661,0.0
sim13662,0.0
sim13663,11.11111111111111
sim13664,44.44444444444444
sim13665,0.0
sim13666,0.0
sim13667,33.33333333333333
sim13668,0.0
sim13669,0.0
sim13670,44.44444444444444
sim13671,0.0
sim13672,0.0
sim13673,0.0
sim13674,0.0
sim13675,44.44444444444444
sim13676,0.0
sim13677,88.88888888888889
sim13678,0.0
sim13679,0.0
sim13680,100.0
sim13681,0.0
sim13682,0.0
sim13683,77.77777777777779
sim13684,0.0
sim13685,0.0
sim13686,33.33333333333333
sim13687,0.0
sim13688,0.0
sim13689,0.0
sim13690,0.0
sim13691,22.22222222222222
sim13692,0.0
sim13693,11.11111111111111
sim13694,0.0
sim13695,0.0
sim13696,0.0
sim13697,0.0
sim13698,0.0
sim13699,11.11111111111111
sim13700,0.0
sim13701,100.0
sim13702,44.44444444444444
sim13703,0.0
sim13704,66.66666666666666
sim13705,0.0
sim13706,0.0
sim13707,11.11111111111111
sim13708,0.0
sim13709,0.0
sim13710,44.44444444444444
sim13711,0.0
sim13712,0.0
sim13713,22.22222222222222
sim13714,0.0
sim13715,44.44444444444444
sim13716,0.0
sim13717,22.22222222222222
sim13718,0.0
sim13719,0.0
sim13720,88.88888888888889
sim13721,0.0
sim13722,0.0
sim13723,33.33333333333333
sim13724,0.0
sim13725,0.0
sim13726,33.33333333333333
sim13727,0.0
sim13728,0.0
sim13729,0.0
sim13730,77.77777777777779
sim13731,0.0
sim13732,33.33333333333333
sim13733,0.0
sim13734,0.0
sim13735,77.77777777777779
sim13736,0.0
sim13737,88.88888888888889
sim13738,0.0
sim13739,0.0
sim13740,0.0
sim13741,0.0
sim13742,0.0
sim13743,44.44444444444444
sim13744,0.0
sim13745,0.0
sim13746,0.0
sim13747,0.0
sim13748,100.0
sim13749,0.0
sim13750,0.0
sim13751,33.33333333333333
sim13752,0.0
sim13753,55.55555555555556
sim13754,11.11111111111111
sim13755,0.0
sim13756,33.33333333333333
sim13757,0.0
sim13758,0.0
sim13759,66.66666666666666
sim13760,55.55555555555556
sim13761,77.77777777777779
sim13762,0.0
sim13763,0.0
sim13764,0.0
sim13765,0.0
sim13766,55.55555555555556
sim13767,0.0
sim13768,11.11111111111111
sim13769,0.0
sim13770,0.0
sim13771,88.88888888888889
sim13772,0.0
sim13773,22.22222222222222
sim13774,0.0
sim13775,0.0
sim13776,0.0
sim13777,0.0
sim13778,55.55555555555556
sim13779,0.0
sim13780,0.0
sim13781,55.55555555555556
sim13782,44.44444444444444
sim13783,0.0
sim13784,0.0
sim13785,0.0
sim13786,0.0
sim13787,88.88888888888889
sim13788,11.11111111111111
sim13789,55.55555555555556
sim13790,22.22222222222222
sim13791,0.0
sim13792,0.0
sim13793,0.0
sim13794,0.0
sim13795,55.55555555555556
sim13796,88.88888888888889
sim13797,0.0
sim13798,0.0
sim13799,88.88888888888889
sim13800,0.0
sim13801,0.0
sim13802,88.88888888888889
sim13803,0.0
sim13804,44.44444444444444
sim13805,0.0
sim13806,0.0
sim13807,11.11111111111111
sim13808,0.0
sim13809,44.44444444444444
sim13810,0.0
sim13811,0.0
sim13812,0.0
sim13813,0.0
sim13814,0.0
sim13815,100.0
sim13816,0.0
sim13817,22.22222222222222
sim13818,55.55555555555556
sim13819,0.0
sim13820,0.0
sim13821,0.0
sim13822,0.0
sim13823,0.0
sim13824,66.66666666666666
sim13825,0.0
sim13826,44.44444444444444
sim13827,0.0
sim13828,55.55555555555556
sim13829,0.0
sim13830,0.0
sim13831,0.0
sim13832,0.0
sim13833,0.0
sim13834,0.0
sim13835,0.0
sim13836,22.22222222222222
sim13837,0.0
sim13838,0.0
sim13839,77.77777777777779
sim13840,0.0
sim13841,66.66666666666666
sim13842,55.55555555555556
sim13843,0.0
sim13844,0.0
sim13845,0.0
sim13846,66.66666666666666
sim13847,0.0
sim13848,0.0
sim13849,55.55555555555556
sim13850,0.0
sim13851,0.0
sim13852,11.11111111111111
sim13853,0.0
sim13854,0.0
sim13855,100.0
sim13856,88.88888888888889
sim13857,0.0
sim13858,0.0
sim13859,33.33333333333333
sim13860,0.0
sim13861,55.55555555555556
sim13862,0.0
sim13863,0.0
sim13864,66.66666666666666
sim13865,22.22222222222222
sim13866,0.0
sim13867,0.0
sim13868,0.0
sim13869,0.0
sim13870,100.0
sim13871,0.0
sim13872,0.0
sim13873,0.0
sim13874,0.0
sim13875,66.66666666666666
sim13876,0.0
sim13877,66.66666666666666
sim13878,0.0
sim13879,0.0
sim13880,0.0
sim13881,0.0
sim13882,0.0
sim13883,44.44444444444444
sim13884,0.0
sim13885,33.33333333333333
sim13886,66.66666666666666
sim13887,0.0
sim13888,0.0
sim13889,55.55555555555556
sim13890,0.0
sim13891,0.0
sim13892,0.0
sim13893,0.0
sim13894,11.11111111111111
sim13895,0.0
sim13896,0.0
sim13897,11.11111111111111
sim13898,55.55555555555556
sim13899,0.0
sim13900,100.0
sim13901,0.0
sim13902,0.0
sim13903,0.0
sim13904,0.0
sim13905,33.33333333333333
sim13906,77.77777777777779
sim13907,0.0
sim13908,0.0
sim13909,11.11111111111111
sim13910,0.0
sim13911,77.77777777777779
sim13912,0.0
sim13913,0.0
sim13914,0.0
sim13915,0.0
sim13916,100.0
sim13917,0.0
sim13918,0.0
sim13919,11.11111111111111
sim13920,11.11111111111111
sim13921,0.0
sim13922,0.0
sim13923,33.33333333333333
sim13924,0.0
sim13925,0.0
sim13926,44.44444444444444
sim13927,0.0
sim13928,0.0
sim13929,0.0
sim13930,0.0
sim13931,66.66666666666666
sim13932,0.0
sim13933,88.88888888888889
sim13934,33.33333333333333
sim13935,0.0
sim13936,100.0
sim13937,0.0
sim13938,0.0
sim13939,55.55555555555556
sim13940,0.0
sim13941,0.0
sim13942,44.44444444444444
sim13943,0.0
sim13944,0.0
sim13945,0.0
sim13946,0.0
sim13947,0.0
sim13948,0.0
sim13949,11.11111111111111
sim13950,0.0
sim13951,0.0
sim13952,0.0
sim13953,0.0
sim13954,0.0
sim13955,22.22222222222222
sim13956,0.0
sim13957,100.0
sim13958,33.33333333333333
sim13959,0.0
sim13960,77.77777777777779
sim13961,0.0
sim13962,0.0
sim13963,0.0
sim13964,0.0
sim13965,0.0
sim13966,11.11111111111111
sim13967,11.11111111111111
sim13968,0.0
sim13969,55.55555555555556
sim13970,0.0
sim13971,44.44444444444444
sim13972,0.0
sim13973,11.11111111111111
sim13974,0.0
sim13975,0.0
sim13976,88.88888888888889
sim13977,0.0
sim13978,0.0
sim13979,44.44444444444444
sim13980,0.0
sim13981,0.0
sim13982,33.33333333333333
sim13983,0.0
sim13984,0.0
sim13985,0.0
sim13986,88.88888888888889
sim13987,0.0
sim13988,33.33333333333333
sim13989,0.0
sim13990,0.0
sim13991,66.66666666666666
sim13992,0.0
sim13993,100.0
sim13994,0.0
sim13995,0.0
sim13996,0.0
sim13997,0.0
sim13998,33.33333333333333
sim13999,22.22222222222222
sim14000,0.0
sim14001,0.0
sim14002,0.0
sim14003,11.11111111111111
sim14004,66.66666666666666
sim14005,0.0
sim14006,0.0
sim14007,11.11111111111111
sim14008,0.0
sim14009,77.77777777777779
sim14010,11.11111111111111
sim14011,0.0
sim14012,44.44444444444444
sim14013,0.0
sim14014,0.0
sim14015,55.55555555555556
sim14016,55.55555555555556
sim14017,77.77777777777779
sim14018,0.0
sim14019,0.0
sim14020,0.0
sim14021,0.0
sim14022,55.55555555555556
sim14023,0.0
sim14024,22.22222222222222
sim14025,0.0
sim14026,0.0
sim14027,100.0
sim14028,0.0
sim14029,0.0
sim14030,0.0
sim14031,0.0
sim14032,33.33333333333333
sim14033,0.0
sim14034,0.0
sim14035,0.0
sim14036,0.0
sim14037,77.77777777777779
sim14038,66.66666666666666
sim14039,0.0
sim14040,0.0
sim14041,0.0
sim14042,0.0
sim14043,88.88888888888889
sim14044,11.11111111111111
sim14045,44.44444444444444
sim14046,0.0
sim14047,0.0
sim14048,0.0
sim14049,0.0
sim14050,0.0
sim14051,55.55555555555556
sim14052,77.77777777777779
sim14053,0.0
sim14054,0.0
sim14055,88.88888888888889
sim14056,0.0
sim14057,0.0
sim14058,100.0
sim14059,0.0
sim14060,55.55555555555556
sim14061,0.0
sim14062,0.0
sim14063,0.0
sim14064,0.0
sim14065,55.55555555555556
sim14066,0.0
sim14067,0.0
sim14068,0.0
sim14069,0.0
sim14070,0.0
sim14071,100.0
sim14072,0.0
sim14073,22.22222222222222
sim14074,55.55555555555556
sim14075,0.0
sim14076,0.0
sim14077,0.0
sim14078,0.0
sim14079,0.0
sim14080,55.55555555555556
sim14081,0.0
sim14082,44.44444444444444
sim14083,0.0
sim14084,55.55555555555556
sim14085,0.0
sim14086,0.0
sim14087,0.0
sim14088,0.0
sim14089,0.0
sim14090,11.11111111111111
sim14091,0.0
sim14092,22.22222222222222
sim14093,0.0
sim14094,0.0
sim14095,55.55555555555556
sim14096,0.0
sim14097,88.88888888888889
sim14098,55.55555555555556
sim14099,0.0
sim14100,0.0
sim14101,0.0
sim14102,44.44444444444444
sim14103,0.0
sim14104,0.0
sim14105,55.55555555555556
sim14106,0.0
sim14107,0.0
sim14108,0.0
sim14109,0.0
sim14110,0.0
sim14111,100.0
sim14112,88.88888888888889
sim14113,0.0
sim14114,0.0
sim14115,44.44444444444444
sim14116,0.0
sim14117,22.22222222222222
sim14118,0.0
sim14119,0.0
sim14120,77.77777777777779
sim14121,33.33333333333333
sim14122,0.0
sim14123,0.0
sim14124,0.0
sim14125,0.0
sim14126,100.0
sim14127,0.0
sim14128,0.0
sim14129,0.0
sim14130,0.0
sim14131,77.77777777777779
sim14132,0.0
sim14133,77.77777777777779
sim14134,0.0
sim14135,0.0
sim14136,0.0
sim14137,0.0
sim14138,0.0
sim14139,33.33333333333333
sim14140,0.0
sim14141,0.0
sim14142,44.44444444444444
sim14143,0.0
sim14144,0.0
sim14145,77.77777777777779
sim14146,22.22222222222222
sim14147,0.0
sim14148,0.0
sim14149,0.0
sim14150,0.0
sim14151,11.11111111111111
sim14152,0.0
sim14153,0.0
sim14154,55.55555555555556
sim14155,0.0
sim14156,77.77777777777779
sim14157,0.0
sim14158,0.0
sim14159,0.0
sim14160,0.0
sim14161,66.66666666666666
sim14162,44.44444444444444
sim14163,0.0
sim14164,0.0
sim14165,22.22222222222222
sim14166,0.0
sim14167,77.77777777777779
sim14168,0.0
sim14169,0.0
sim14170,0.0
sim14171,0.0
sim14172,100.0
sim14173,0.0
sim14174,0.0
sim14175,0.0
sim14176,44.44444444444444
sim14177,0.0
sim14178,0.0
sim14179,33.33333333333333
sim14180,0.0
sim14181,0.0
sim14182,55.55555555555556
sim14183,0.0
sim14184,0.0
sim14185,0.0
sim14186,0.0
sim14187,11.11111111111111
sim14188,0.0
sim14189,88.88888888888889
sim14190,0.0
sim14191,0.0
sim14192,100.0
sim14193,0.0
sim14194,0.0
sim14195,88.88888888888889
sim14196,0.0
sim14197,0.0
sim14198,33.33333333333333
sim14199,0.0
sim14200,0.0
sim14201,0.0
sim14202,0.0
sim14203,22.22222222222222
sim14204,0.0
sim14205,33.33333333333333
sim14206,0.0
sim14207,0.0
sim14208,0.0
sim14209,0.0
sim14210,0.0
sim14211,11.11111111111111
sim14212,0.0
sim14213,100.0
sim14214,55.55555555555556
sim14215,0.0
sim14216,77.77777777777779
sim14217,0.0
sim14218,0.0
sim14219,0.0
sim14220,0.0
sim14221,0.0
sim14222,0.0
sim14223,0.0
sim14224,0.0
sim14225,11.11111111111111
sim14226,0.0
sim14227,44.44444444444444
sim14228,0.0
sim14229,0.0
sim14230,0.0
sim14231,0.0
sim14232,88.88888888888889
sim14233,0.0
sim14234,0.0
sim14235,0.0
sim14236,0.0
sim14237,22.22222222222222
sim14238,33.33333333333333
sim14239,0.0
sim14240,0.0
sim14241,0.0
sim14242,88.88888888888889
sim14243,0.0
sim14244,33.33333333333333
sim14245,0.0
sim14246,0.0
sim14247,66.66666666666666
sim14248,0.0
sim14249,77.77777777777779
sim14250,0.0
sim14251,0.0
sim14252,0.0
sim14253,0.0
sim14254,22.22222222222222
sim14255,22.22222222222222
sim14256,0.0
sim14257,0.0
sim14258,0.0
sim14259,0.0
sim14260,100.0
sim14261,0.0
sim14262,0.0
sim14263,33.33333333333333
sim14264,0.0
sim14265,55.55555555555556
sim14266,0.0
sim14267,0.0
sim14268,11.11111111111111
sim14269,0.0
sim14270,0.0
sim14271,55.55555555555556
sim14272,66.66666666666666
sim14273,55.55555555555556
sim14274,0.0
sim14275,0.0
sim14276,0.0
sim14277,0.0
sim14278,55.55555555555556
sim14279,0.0
sim14280,11.11111111111111
sim14281,11.11111111111111
sim14282,0.0
sim14283,77.77777777777779
sim14284,0.0
sim14285,0.0
sim14286,0.0
sim14287,0.0
sim14288,22.22222222222222
sim14289,0.0
sim14290,55.55555555555556
sim14291,0.0
sim14292,0.0
sim14293,66.66666666666666
sim14294,55.55555555555556
sim14295,0.0
sim14296,0.0
sim14297,0.0
sim14298,0.0
sim14299,100.0
sim14300,11.11111111111111
sim14301,55.55555555555556
sim14302,11.11111111111111
sim14303,0.0
sim14304,0.0
sim14305,11.11111111111111
sim14306,0.0
sim14307,66.66666666666666
sim14308,100.0
sim14309,0.0
sim14310,0.0
sim14311,88.88888888888889
sim14312,0.0
sim14313,0.0
sim14314,88.88888888888889
sim14315,0.0
sim14316,33.33333333333333
sim14317,33.33333333333333
sim14318,0.0
sim14319,22.22222222222222
sim14320,0.0
sim14321,44.44444444444444
sim14322,0.0
sim14323,0.0
sim14324,11.11111111111111
sim14325,0.0
sim14326,0.0
sim14327,88.88888888888889
sim14328,0.0
sim14329,0.0
sim14330,55.55555555555556
sim14331,0.0
sim14332,0.0
sim14333,0.0
sim14334,0.0
sim14335,0.0
sim14336,66.66666666666666
sim14337,0.0
sim14338,44.44444444444444
sim14339,0.0
sim14340,88.88888888888889
sim14341,0.0
sim14342,0.0
sim14343,0.0
sim14344,0.0
sim14345,66.66666666666666
sim14346,0.0
sim14347,0.0
sim14348,0.0
sim14349,0.0
sim14350,0.0
sim14351,88.88888888888889
sim14352,0.0
sim14353,77.77777777777779
sim14354,88.88888888888889
sim14355,0.0
sim14356,66.66666666666666
sim14357,0.0
sim14358,0.0
sim14359,0.0
sim14360,0.0
sim14361,100.0
sim14362,11.11111111111111
sim14363,0.0
sim14364,0.0
sim14365,0.0
sim14366,0.0
sim14367,77.77777777777779
sim14368,66.66666666666666
sim14369,0.0
sim14370,0.0
sim14371,88.88888888888889
sim14372,0.0
sim14373,77.77777777777779
sim14374,0.0
sim14375,0.0
sim14376,100.0
sim14377,0.0
sim14378,0.0
sim14379,33.33333333333333
sim14380,0.0
sim14381,0.0
sim14382,100.0
sim14383,0.0
sim14384,0.0
sim14385,0.0
sim14386,0.0
sim14387,77.77777777777779
sim14388,0.0
sim14389,100.0
sim14390,0.0
sim14391,0.0
sim14392,44.44444444444444
sim14393,0.0
sim14394,0.0
sim14395,44.44444444444444
sim14396,0.0
sim14397,0.0
sim14398,77.77777777777779
sim14399,0.0
sim14400,0.0
sim14401,88.88888888888889
sim14402,22.22222222222222
sim14403,0.0
sim14404,0.0
sim14405,0.0
sim14406,0.0
sim14407,44.44444444444444
sim14408,0.0
sim14409,44.44444444444444
sim14410,100.0
sim14411,0.0
sim14412,100.0
sim14413,0.0
sim14414,0.0
sim14415,0.0
sim14416,0.0
sim14417,88.88888888888889
sim14418,0.0
sim14419,0.0
sim14420,22.22222222222222
sim14421,0.0
sim14422,0.0
sim14423,100.0
sim14424,0.0
sim14425,11.11111111111111
sim14426,44.44444444444444
sim14427,0.0
sim14428,100.0
sim14429,0.0
sim14430,0.0
sim14431,11.11111111111111
sim14432,77.77777777777779
sim14433,0.0
sim14434,0.0
sim14435,0.0
sim14436,0.0
sim14437,0.0
sim14438,100.0
sim14439,0.0
sim14440,0.0
sim14441,0.0
sim14442,0.0
sim14443,100.0
sim14444,0.0
sim14445,100.0
sim14446,33.33333333333333
sim14447,0.0
sim14448,100.0
sim14449,0.0
sim14450,0.0
