Simulation,Risk_Percentage
sim4162,11.11111111111111
sim4163,0.0
sim4164,0.0
sim4165,0.0
sim4166,11.11111111111111
sim4167,0.0
sim4168,0.0
sim4169,0.0
sim4170,66.66666666666666
sim4171,0.0
sim4172,77.77777777777779
sim4173,0.0
sim4174,0.0
sim4175,0.0
sim4176,0.0
sim4177,77.77777777777779
sim4178,44.44444444444444
sim4179,0.0
sim4180,0.0
sim4181,44.44444444444444
sim4182,0.0
sim4183,77.77777777777779
sim4184,0.0
sim4185,0.0
sim4186,0.0
sim4187,0.0
sim4188,100.0
sim4189,0.0
sim4190,0.0
sim4191,11.11111111111111
sim4192,44.44444444444444
sim4193,0.0
sim4194,0.0
sim4195,33.33333333333333
sim4196,0.0
sim4197,0.0
sim4198,44.44444444444444
sim4199,0.0
sim4200,0.0
sim4201,0.0
sim4202,0.0
sim4203,44.44444444444444
sim4204,0.0
sim4205,88.88888888888889
sim4206,0.0
sim4207,0.0
sim4208,100.0
sim4209,0.0
sim4210,0.0
sim4211,77.77777777777779
sim4212,0.0
sim4213,0.0
sim4214,33.33333333333333
sim4215,0.0
sim4216,0.0
sim4217,0.0
sim4218,0.0
sim4219,0.0
sim4220,0.0
sim4221,11.11111111111111
sim4222,0.0
sim4223,0.0
sim4224,0.0
sim4225,0.0
sim4226,11.11111111111111
sim4227,11.11111111111111
sim4228,0.0
sim4229,100.0
sim4230,44.44444444444444
sim4231,0.0
sim4232,77.77777777777779
sim4233,0.0
sim4234,0.0
sim4235,0.0
sim4236,0.0
sim4237,0.0
sim4238,44.44444444444444
sim4239,0.0
sim4240,0.0
sim4241,22.22222222222222
sim4242,0.0
sim4243,44.44444444444444
sim4244,0.0
sim4245,22.22222222222222
sim4246,0.0
sim4247,0.0
sim4248,88.88888888888889
sim4249,0.0
sim4250,0.0
sim4251,33.33333333333333
sim4252,0.0
sim4253,0.0
sim4254,33.33333333333333
sim4255,0.0
sim4256,0.0
sim4257,0.0
sim4258,77.77777777777779
sim4259,0.0
sim4260,33.33333333333333
sim4261,0.0
sim4262,0.0
sim4263,66.66666666666666
sim4264,0.0
sim4265,100.0
sim4266,0.0
sim4267,0.0
sim4268,0.0
sim4269,0.0
sim4270,0.0
sim4271,33.33333333333333
sim4272,0.0
sim4273,0.0
sim4274,0.0
sim4275,0.0
sim4276,100.0
sim4277,0.0
sim4278,0.0
sim4279,22.22222222222222
sim4280,0.0
sim4281,55.55555555555556
sim4282,11.11111111111111
sim4283,0.0
sim4284,33.33333333333333
sim4285,0.0
sim4286,0.0
sim4287,55.55555555555556
sim4288,55.55555555555556
sim4289,77.77777777777779
sim4290,0.0
sim4291,0.0
sim4292,0.0
sim4293,0.0
sim4294,55.55555555555556
sim4295,0.0
sim4296,11.11111111111111
sim4297,0.0
sim4298,0.0
sim4299,77.77777777777779
sim4300,0.0
sim4301,11.11111111111111
sim4302,0.0
sim4303,0.0
sim4304,0.0
sim4305,0.0
sim4306,55.55555555555556
sim4307,0.0
sim4308,0.0
sim4309,55.55555555555556
sim4310,66.66666666666666
sim4311,0.0
sim4312,0.0
sim4313,0.0
sim4314,0.0
sim4315,88.88888888888889
sim4316,11.11111111111111
sim4317,55.55555555555556
sim4318,22.22222222222222
sim4319,0.0
sim4320,0.0
sim4321,0.0
sim4322,0.0
sim4323,33.33333333333333
sim4324,88.88888888888889
sim4325,0.0
sim4326,0.0
sim4327,88.88888888888889
sim4328,0.0
sim4329,0.0
sim4330,88.88888888888889
sim4331,0.0
sim4332,44.44444444444444
sim4333,0.0
sim4334,0.0
sim4335,11.11111111111111
sim4336,0.0
sim4337,44.44444444444444
sim4338,0.0
sim4339,0.0
sim4340,0.0
sim4341,0.0
sim4342,0.0
sim4343,88.88888888888889
sim4344,0.0
sim4345,22.22222222222222
sim4346,55.55555555555556
sim4347,0.0
sim4348,0.0
sim4349,0.0
sim4350,0.0
sim4351,0.0
sim4352,66.66666666666666
sim4353,0.0
sim4354,44.44444444444444
sim4355,0.0
sim4356,44.44444444444444
sim4357,0.0
sim4358,0.0
sim4359,0.0
sim4360,0.0
sim4361,0.0
sim4362,0.0
sim4363,0.0
sim4364,22.22222222222222
sim4365,0.0
sim4366,0.0
sim4367,77.77777777777779
sim4368,0.0
sim4369,77.77777777777779
sim4370,55.55555555555556
sim4371,0.0
sim4372,0.0
sim4373,0.0
sim4374,55.55555555555556
sim4375,0.0
sim4376,0.0
sim4377,55.55555555555556
sim4378,0.0
sim4379,0.0
sim4380,0.0
sim4381,0.0
sim4382,0.0
sim4383,100.0
sim4384,88.88888888888889
sim4385,0.0
sim4386,0.0
sim4387,44.44444444444444
sim4388,0.0
sim4389,11.11111111111111
sim4390,0.0
sim4391,0.0
sim4392,77.77777777777779
sim4393,22.22222222222222
sim4394,0.0
sim4395,0.0
sim4396,0.0
sim4397,0.0
sim4398,100.0
sim4399,0.0
sim4400,0.0
sim4401,0.0
sim4402,0.0
sim4403,77.77777777777779
sim4404,0.0
sim4405,66.66666666666666
sim4406,0.0
sim4407,0.0
sim4408,0.0
sim4409,0.0
sim4410,0.0
sim4411,44.44444444444444
sim4412,0.0
sim4413,22.22222222222222
sim4414,33.33333333333333
sim4415,0.0
sim4416,0.0
sim4417,77.77777777777779
sim4418,11.11111111111111
sim4419,0.0
sim4420,0.0
sim4421,0.0
sim4422,11.11111111111111
sim4423,0.0
sim4424,0.0
sim4425,0.0
sim4426,66.66666666666666
sim4427,0.0
sim4428,77.77777777777779
sim4429,0.0
sim4430,0.0
sim4431,0.0
sim4432,0.0
sim4433,77.77777777777779
sim4434,44.44444444444444
sim4435,0.0
sim4436,0.0
sim4437,44.44444444444444
sim4438,0.0
sim4439,77.77777777777779
sim4440,0.0
sim4441,0.0
sim4442,0.0
sim4443,0.0
sim4444,100.0
sim4445,0.0
sim4446,0.0
sim4447,11.11111111111111
sim4448,44.44444444444444
sim4449,0.0
sim4450,0.0
sim4451,33.33333333333333
sim4452,0.0
sim4453,0.0
sim4454,44.44444444444444
sim4455,0.0
sim4456,0.0
sim4457,0.0
sim4458,0.0
sim4459,44.44444444444444
sim4460,0.0
sim4461,88.88888888888889
sim4462,0.0
sim4463,0.0
sim4464,100.0
sim4465,0.0
sim4466,0.0
sim4467,77.77777777777779
sim4468,0.0
sim4469,0.0
sim4470,33.33333333333333
sim4471,0.0
sim4472,0.0
sim4473,0.0
sim4474,0.0
sim4475,0.0
sim4476,0.0
sim4477,11.11111111111111
sim4478,0.0
sim4479,0.0
sim4480,0.0
sim4481,0.0
sim4482,11.11111111111111
sim4483,11.11111111111111
sim4484,0.0
sim4485,100.0
sim4486,44.44444444444444
sim4487,0.0
sim4488,77.77777777777779
sim4489,0.0
sim4490,0.0
sim4491,0.0
sim4492,0.0
sim4493,0.0
sim4494,44.44444444444444
sim4495,0.0
sim4496,0.0
sim4497,22.22222222222222
sim4498,0.0
sim4499,44.44444444444444
sim4500,0.0
sim4501,22.22222222222222
sim4502,0.0
sim4503,0.0
sim4504,88.88888888888889
sim4505,0.0
sim4506,0.0
sim4507,33.33333333333333
sim4508,0.0
sim4509,0.0
sim4510,33.33333333333333
sim4511,0.0
sim4512,0.0
sim4513,0.0
sim4514,77.77777777777779
sim4515,0.0
sim4516,33.33333333333333
sim4517,0.0
sim4518,0.0
sim4519,66.66666666666666
sim4520,0.0
sim4521,100.0
sim4522,0.0
sim4523,0.0
sim4524,0.0
sim4525,0.0
sim4526,0.0
sim4527,33.33333333333333
sim4528,0.0
sim4529,0.0
sim4530,0.0
sim4531,0.0
sim4532,100.0
sim4533,0.0
sim4534,0.0
sim4535,22.22222222222222
sim4536,0.0
sim4537,55.55555555555556
sim4538,11.11111111111111
sim4539,0.0
sim4540,33.33333333333333
sim4541,0.0
sim4542,0.0
sim4543,55.55555555555556
sim4544,55.55555555555556
sim4545,77.77777777777779
sim4546,0.0
sim4547,0.0
sim4548,0.0
sim4549,0.0
sim4550,55.55555555555556
sim4551,0.0
sim4552,11.11111111111111
sim4553,0.0
sim4554,0.0
sim4555,77.77777777777779
sim4556,0.0
sim4557,11.11111111111111
sim4558,0.0
sim4559,0.0
sim4560,0.0
sim4561,0.0
sim4562,55.55555555555556
sim4563,0.0
sim4564,0.0
sim4565,55.55555555555556
sim4566,66.66666666666666
sim4567,0.0
sim4568,0.0
sim4569,0.0
sim4570,0.0
sim4571,88.88888888888889
sim4572,11.11111111111111
sim4573,55.55555555555556
sim4574,22.22222222222222
sim4575,0.0
sim4576,0.0
sim4577,0.0
sim4578,0.0
sim4579,33.33333333333333
sim4580,88.88888888888889
sim4581,0.0
sim4582,0.0
sim4583,88.88888888888889
sim4584,0.0
sim4585,0.0
sim4586,88.88888888888889
sim4587,0.0
sim4588,44.44444444444444
sim4589,0.0
sim4590,0.0
sim4591,11.11111111111111
sim4592,0.0
sim4593,44.44444444444444
sim4594,0.0
sim4595,0.0
sim4596,0.0
sim4597,0.0
sim4598,0.0
sim4599,88.88888888888889
sim4600,0.0
sim4601,22.22222222222222
sim4602,55.55555555555556
sim4603,0.0
sim4604,0.0
sim4605,0.0
sim4606,0.0
sim4607,0.0
sim4608,66.66666666666666
sim4609,0.0
sim4610,44.44444444444444
sim4611,0.0
sim4612,44.44444444444444
sim4613,0.0
sim4614,0.0
sim4615,0.0
sim4616,0.0
sim4617,0.0
sim4618,0.0
sim4619,0.0
sim4620,22.22222222222222
sim4621,0.0
sim4622,0.0
sim4623,77.77777777777779
sim4624,0.0
sim4625,77.77777777777779
sim4626,55.55555555555556
sim4627,0.0
sim4628,0.0
sim4629,0.0
sim4630,55.55555555555556
sim4631,0.0
sim4632,0.0
sim4633,55.55555555555556
sim4634,0.0
sim4635,0.0
sim4636,0.0
sim4637,0.0
sim4638,0.0
sim4639,100.0
sim4640,88.88888888888889
sim4641,0.0
sim4642,0.0
sim4643,44.44444444444444
sim4644,0.0
sim4645,11.11111111111111
sim4646,0.0
sim4647,0.0
sim4648,77.77777777777779
sim4649,22.22222222222222
sim4650,0.0
sim4651,0.0
sim4652,0.0
sim4653,0.0
sim4654,100.0
sim4655,0.0
sim4656,0.0
sim4657,0.0
sim4658,0.0
sim4659,77.77777777777779
sim4660,0.0
sim4661,66.66666666666666
sim4662,0.0
sim4663,0.0
sim4664,0.0
sim4665,0.0
sim4666,0.0
sim4667,44.44444444444444
sim4668,0.0
sim4669,22.22222222222222
sim4670,33.33333333333333
sim4671,0.0
sim4672,0.0
sim4673,77.77777777777779
sim4674,11.11111111111111
sim4675,0.0
sim4676,0.0
sim4677,0.0
sim4678,11.11111111111111
sim4679,0.0
sim4680,0.0
sim4681,0.0
sim4682,66.66666666666666
sim4683,0.0
sim4684,77.77777777777779
sim4685,0.0
sim4686,0.0
sim4687,0.0
sim4688,0.0
sim4689,77.77777777777779
sim4690,44.44444444444444
sim4691,0.0
sim4692,0.0
sim4693,44.44444444444444
sim4694,0.0
sim4695,77.77777777777779
sim4696,0.0
sim4697,0.0
sim4698,0.0
sim4699,0.0
sim4700,100.0
sim4701,0.0
sim4702,0.0
sim4703,11.11111111111111
sim4704,44.44444444444444
sim4705,0.0
sim4706,0.0
sim4707,33.33333333333333
sim4708,0.0
sim4709,0.0
sim4710,44.44444444444444
sim4711,0.0
sim4712,0.0
sim4713,0.0
sim4714,0.0
sim4715,44.44444444444444
sim4716,0.0
sim4717,88.88888888888889
sim4718,0.0
sim4719,0.0
sim4720,100.0
sim4721,0.0
sim4722,0.0
sim4723,77.77777777777779
sim4724,0.0
sim4725,0.0
sim4726,33.33333333333333
sim4727,0.0
sim4728,0.0
sim4729,0.0
sim4730,0.0
sim4731,0.0
sim4732,0.0
sim4733,11.11111111111111
sim4734,0.0
sim4735,0.0
sim4736,0.0
sim4737,0.0
sim4738,11.11111111111111
sim4739,11.11111111111111
sim4740,0.0
sim4741,100.0
sim4742,44.44444444444444
sim4743,0.0
sim4744,77.77777777777779
sim4745,0.0
sim4746,0.0
sim4747,0.0
sim4748,0.0
sim4749,0.0
sim4750,44.44444444444444
sim4751,0.0
sim4752,0.0
sim4753,22.22222222222222
sim4754,0.0
sim4755,44.44444444444444
sim4756,0.0
sim4757,22.22222222222222
sim4758,0.0
sim4759,0.0
sim4760,88.88888888888889
sim4761,0.0
sim4762,0.0
sim4763,33.33333333333333
sim4764,0.0
sim4765,0.0
sim4766,33.33333333333333
sim4767,0.0
sim4768,0.0
sim4769,0.0
sim4770,77.77777777777779
sim4771,0.0
sim4772,33.33333333333333
sim4773,0.0
sim4774,0.0
sim4775,66.66666666666666
sim4776,0.0
sim4777,100.0
sim4778,0.0
sim4779,0.0
sim4780,0.0
sim4781,0.0
sim4782,0.0
sim4783,33.33333333333333
sim4784,0.0
sim4785,0.0
sim4786,0.0
sim4787,0.0
sim4788,100.0
sim4789,0.0
sim4790,0.0
sim4791,22.22222222222222
sim4792,0.0
sim4793,55.55555555555556
sim4794,11.11111111111111
sim4795,0.0
sim4796,33.33333333333333
sim4797,0.0
sim4798,0.0
sim4799,55.55555555555556
sim4800,55.55555555555556
sim4801,77.77777777777779
sim4802,0.0
sim4803,0.0
sim4804,0.0
sim4805,0.0
sim4806,55.55555555555556
sim4807,0.0
sim4808,11.11111111111111
sim4809,0.0
sim4810,0.0
sim4811,77.77777777777779
sim4812,0.0
sim4813,11.11111111111111
sim4814,0.0
sim4815,0.0
sim4816,0.0
sim4817,0.0
sim4818,55.55555555555556
sim4819,0.0
sim4820,0.0
sim4821,55.55555555555556
sim4822,66.66666666666666
sim4823,0.0
sim4824,0.0
sim4825,0.0
sim4826,0.0
sim4827,88.88888888888889
sim4828,11.11111111111111
sim4829,55.55555555555556
sim4830,22.22222222222222
sim4831,0.0
sim4832,0.0
sim4833,0.0
sim4834,0.0
sim4835,44.44444444444444
sim4836,88.88888888888889
sim4837,0.0
sim4838,0.0
sim4839,88.88888888888889
sim4840,0.0
sim4841,0.0
sim4842,88.88888888888889
sim4843,0.0
sim4844,44.44444444444444
sim4845,0.0
sim4846,0.0
sim4847,11.11111111111111
sim4848,0.0
sim4849,44.44444444444444
sim4850,0.0
sim4851,0.0
sim4852,0.0
sim4853,0.0
sim4854,0.0
sim4855,88.88888888888889
sim4856,0.0
sim4857,22.22222222222222
sim4858,55.55555555555556
sim4859,0.0
sim4860,0.0
sim4861,0.0
sim4862,0.0
sim4863,0.0
sim4864,66.66666666666666
sim4865,0.0
sim4866,44.44444444444444
sim4867,0.0
sim4868,44.44444444444444
sim4869,0.0
sim4870,0.0
sim4871,0.0
sim4872,0.0
sim4873,0.0
sim4874,0.0
sim4875,0.0
sim4876,22.22222222222222
sim4877,0.0
sim4878,0.0
sim4879,77.77777777777779
sim4880,0.0
sim4881,77.77777777777779
sim4882,55.55555555555556
sim4883,0.0
sim4884,0.0
sim4885,0.0
sim4886,55.55555555555556
sim4887,0.0
sim4888,0.0
sim4889,55.55555555555556
sim4890,0.0
sim4891,0.0
sim4892,0.0
sim4893,0.0
sim4894,0.0
sim4895,100.0
sim4896,88.88888888888889
sim4897,0.0
sim4898,0.0
sim4899,44.44444444444444
sim4900,0.0
sim4901,11.11111111111111
sim4902,0.0
sim4903,0.0
sim4904,77.77777777777779
sim4905,22.22222222222222
sim4906,0.0
sim4907,0.0
sim4908,0.0
sim4909,0.0
sim4910,100.0
sim4911,0.0
sim4912,0.0
sim4913,0.0
sim4914,0.0
sim4915,77.77777777777779
sim4916,0.0
sim4917,66.66666666666666
sim4918,0.0
sim4919,0.0
sim4920,0.0
sim4921,0.0
sim4922,0.0
sim4923,44.44444444444444
sim4924,0.0
sim4925,22.22222222222222
sim4926,33.33333333333333
sim4927,0.0
sim4928,0.0
sim4929,77.77777777777779
sim4930,11.11111111111111
sim4931,0.0
sim4932,0.0
sim4933,0.0
sim4934,11.11111111111111
sim4935,0.0
sim4936,0.0
sim4937,0.0
sim4938,66.66666666666666
sim4939,0.0
sim4940,77.77777777777779
sim4941,0.0
sim4942,0.0
sim4943,0.0
sim4944,0.0
sim4945,77.77777777777779
sim4946,44.44444444444444
sim4947,0.0
sim4948,0.0
sim4949,44.44444444444444
sim4950,0.0
sim4951,77.77777777777779
sim4952,0.0
sim4953,0.0
sim4954,0.0
sim4955,0.0
sim4956,100.0
sim4957,0.0
sim4958,0.0
sim4959,11.11111111111111
sim4960,44.44444444444444
sim4961,0.0
sim4962,0.0
sim4963,33.33333333333333
sim4964,0.0
sim4965,0.0
sim4966,44.44444444444444
sim4967,0.0
sim4968,0.0
sim4969,0.0
sim4970,0.0
sim4971,44.44444444444444
sim4972,0.0
sim4973,88.88888888888889
sim4974,0.0
sim4975,0.0
sim4976,100.0
sim4977,0.0
sim4978,0.0
sim4979,77.77777777777779
sim4980,0.0
sim4981,0.0
sim4982,33.33333333333333
sim4983,0.0
sim4984,0.0
sim4985,0.0
sim4986,0.0
sim4987,0.0
sim4988,0.0
sim4989,11.11111111111111
sim4990,0.0
sim4991,0.0
sim4992,0.0
sim4993,0.0
sim4994,11.11111111111111
sim4995,11.11111111111111
sim4996,0.0
sim4997,100.0
sim4998,44.44444444444444
sim4999,0.0
sim5000,77.77777777777779
sim5001,0.0
sim5002,0.0
sim5003,0.0
sim5004,0.0
sim5005,0.0
sim5006,44.44444444444444
sim5007,0.0
sim5008,0.0
sim5009,22.22222222222222
sim5010,0.0
sim5011,44.44444444444444
sim5012,0.0
sim5013,22.22222222222222
sim5014,0.0
sim5015,0.0
sim5016,88.88888888888889
sim5017,0.0
sim5018,0.0
sim5019,33.33333333333333
sim5020,0.0
sim5021,0.0
sim5022,33.33333333333333
sim5023,0.0
sim5024,0.0
sim5025,0.0
sim5026,77.77777777777779
sim5027,0.0
sim5028,33.33333333333333
sim5029,0.0
sim5030,0.0
sim5031,66.66666666666666
sim5032,0.0
sim5033,100.0
sim5034,0.0
sim5035,0.0
sim5036,0.0
sim5037,0.0
sim5038,0.0
sim5039,33.33333333333333
sim5040,0.0
sim5041,0.0
sim5042,0.0
sim5043,0.0
sim5044,100.0
sim5045,0.0
sim5046,0.0
sim5047,22.22222222222222
sim5048,0.0
sim5049,55.55555555555556
sim5050,11.11111111111111
sim5051,0.0
sim5052,33.33333333333333
sim5053,0.0
sim5054,0.0
sim5055,55.55555555555556
sim5056,55.55555555555556
sim5057,77.77777777777779
sim5058,0.0
sim5059,0.0
sim5060,0.0
sim5061,0.0
sim5062,55.55555555555556
sim5063,0.0
sim5064,11.11111111111111
sim5065,0.0
sim5066,0.0
sim5067,77.77777777777779
sim5068,0.0
sim5069,11.11111111111111
sim5070,0.0
sim5071,0.0
sim5072,0.0
sim5073,0.0
sim5074,55.55555555555556
sim5075,0.0
sim5076,0.0
sim5077,55.55555555555556
sim5078,66.66666666666666
sim5079,0.0
sim5080,0.0
sim5081,0.0
sim5082,0.0
sim5083,88.88888888888889
sim5084,11.11111111111111
sim5085,55.55555555555556
sim5086,22.22222222222222
sim5087,0.0
sim5088,0.0
sim5089,0.0
sim5090,0.0
sim5091,33.33333333333333
sim5092,88.88888888888889
sim5093,0.0
sim5094,0.0
sim5095,88.88888888888889
sim5096,0.0
sim5097,0.0
sim5098,88.88888888888889
sim5099,0.0
sim5100,44.44444444444444
sim5101,0.0
sim5102,0.0
sim5103,11.11111111111111
sim5104,0.0
sim5105,44.44444444444444
sim5106,0.0
sim5107,0.0
sim5108,0.0
sim5109,0.0
sim5110,0.0
sim5111,88.88888888888889
sim5112,0.0
sim5113,22.22222222222222
sim5114,55.55555555555556
sim5115,0.0
sim5116,0.0
sim5117,0.0
sim5118,0.0
sim5119,0.0
sim5120,66.66666666666666
sim5121,0.0
sim5122,44.44444444444444
sim5123,0.0
sim5124,44.44444444444444
sim5125,0.0
sim5126,0.0
sim5127,0.0
sim5128,0.0
sim5129,0.0
sim5130,0.0
sim5131,0.0
sim5132,22.22222222222222
sim5133,0.0
sim5134,0.0
sim5135,77.77777777777779
sim5136,0.0
sim5137,77.77777777777779
sim5138,55.55555555555556
sim5139,0.0
sim5140,0.0
sim5141,0.0
sim5142,44.44444444444444
sim5143,0.0
sim5144,0.0
sim5145,55.55555555555556
sim5146,0.0
sim5147,0.0
sim5148,0.0
sim5149,0.0
sim5150,0.0
sim5151,100.0
sim5152,88.88888888888889
sim5153,0.0
sim5154,0.0
sim5155,44.44444444444444
sim5156,0.0
sim5157,11.11111111111111
sim5158,0.0
sim5159,0.0
sim5160,77.77777777777779
sim5161,22.22222222222222
sim5162,0.0
sim5163,0.0
sim5164,0.0
sim5165,0.0
sim5166,100.0
sim5167,0.0
sim5168,0.0
sim5169,0.0
sim5170,0.0
sim5171,77.77777777777779
sim5172,0.0
sim5173,66.66666666666666
sim5174,0.0
sim5175,0.0
sim5176,0.0
sim5177,0.0
sim5178,0.0
sim5179,44.44444444444444
sim5180,0.0
sim5181,22.22222222222222
sim5182,33.33333333333333
sim5183,0.0
sim5184,0.0
sim5185,77.77777777777779
sim5186,11.11111111111111
sim5187,0.0
sim5188,0.0
sim5189,0.0
sim5190,11.11111111111111
sim5191,0.0
sim5192,0.0
sim5193,0.0
sim5194,66.66666666666666
sim5195,0.0
sim5196,77.77777777777779
sim5197,0.0
sim5198,0.0
sim5199,0.0
sim5200,0.0
sim5201,77.77777777777779
sim5202,44.44444444444444
sim5203,0.0
sim5204,0.0
sim5205,44.44444444444444
sim5206,0.0
sim5207,77.77777777777779
sim5208,0.0
sim5209,0.0
sim5210,0.0
sim5211,0.0
sim5212,100.0
sim5213,0.0
sim5214,0.0
sim5215,11.11111111111111
sim5216,44.44444444444444
sim5217,0.0
sim5218,0.0
sim5219,33.33333333333333
sim5220,0.0
sim5221,0.0
sim5222,44.44444444444444
sim5223,0.0
sim5224,0.0
sim5225,0.0
sim5226,0.0
sim5227,44.44444444444444
sim5228,0.0
sim5229,88.88888888888889
sim5230,0.0
sim5231,0.0
sim5232,100.0
sim5233,0.0
sim5234,0.0
sim5235,77.77777777777779
sim5236,0.0
sim5237,0.0
sim5238,33.33333333333333
sim5239,0.0
sim5240,0.0
sim5241,0.0
sim5242,0.0
sim5243,0.0
sim5244,0.0
sim5245,11.11111111111111
sim5246,0.0
sim5247,0.0
sim5248,0.0
sim5249,0.0
sim5250,11.11111111111111
sim5251,11.11111111111111
sim5252,0.0
sim5253,100.0
sim5254,44.44444444444444
sim5255,0.0
sim5256,77.77777777777779
sim5257,0.0
sim5258,0.0
sim5259,0.0
sim5260,0.0
sim5261,0.0
sim5262,44.44444444444444
sim5263,0.0
sim5264,0.0
sim5265,22.22222222222222
sim5266,0.0
sim5267,44.44444444444444
sim5268,0.0
sim5269,22.22222222222222
sim5270,0.0
sim5271,0.0
sim5272,88.88888888888889
sim5273,0.0
sim5274,0.0
sim5275,33.33333333333333
sim5276,0.0
sim5277,0.0
sim5278,33.33333333333333
sim5279,0.0
sim5280,0.0
sim5281,0.0
sim5282,77.77777777777779
sim5283,0.0
sim5284,33.33333333333333
sim5285,0.0
sim5286,0.0
sim5287,66.66666666666666
sim5288,0.0
sim5289,100.0
sim5290,0.0
sim5291,0.0
sim5292,0.0
sim5293,0.0
sim5294,0.0
sim5295,33.33333333333333
sim5296,0.0
sim5297,0.0
sim5298,0.0
sim5299,0.0
sim5300,100.0
sim5301,0.0
sim5302,0.0
sim5303,22.22222222222222
sim5304,0.0
sim5305,55.55555555555556
sim5306,11.11111111111111
sim5307,0.0
sim5308,33.33333333333333
sim5309,0.0
sim5310,0.0
sim5311,55.55555555555556
sim5312,55.55555555555556
sim5313,77.77777777777779
sim5314,0.0
sim5315,0.0
sim5316,0.0
sim5317,0.0
sim5318,55.55555555555556
sim5319,0.0
sim5320,11.11111111111111
sim5321,0.0
sim5322,0.0
sim5323,77.77777777777779
sim5324,0.0
sim5325,11.11111111111111
sim5326,0.0
sim5327,0.0
sim5328,0.0
sim5329,0.0
sim5330,55.55555555555556
sim5331,0.0
sim5332,0.0
sim5333,55.55555555555556
sim5334,66.66666666666666
sim5335,0.0
sim5336,0.0
sim5337,0.0
sim5338,0.0
sim5339,88.88888888888889
sim5340,11.11111111111111
sim5341,55.55555555555556
sim5342,22.22222222222222
sim5343,0.0
sim5344,0.0
sim5345,0.0
sim5346,0.0
sim5347,33.33333333333333
sim5348,88.88888888888889
sim5349,0.0
sim5350,0.0
sim5351,88.88888888888889
sim5352,0.0
sim5353,0.0
sim5354,88.88888888888889
sim5355,0.0
sim5356,44.44444444444444
sim5357,0.0
sim5358,0.0
sim5359,11.11111111111111
sim5360,0.0
sim5361,44.44444444444444
sim5362,0.0
sim5363,0.0
sim5364,0.0
sim5365,0.0
sim5366,0.0
sim5367,88.88888888888889
sim5368,0.0
sim5369,22.22222222222222
sim5370,55.55555555555556
sim5371,0.0
sim5372,0.0
sim5373,0.0
sim5374,0.0
sim5375,0.0
sim5376,66.66666666666666
sim5377,0.0
sim5378,44.44444444444444
sim5379,0.0
sim5380,44.44444444444444
sim5381,0.0
sim5382,0.0
sim5383,0.0
sim5384,0.0
sim5385,0.0
sim5386,0.0
sim5387,0.0
sim5388,22.22222222222222
sim5389,0.0
sim5390,0.0
sim5391,77.77777777777779
sim5392,0.0
sim5393,77.77777777777779
sim5394,55.55555555555556
sim5395,0.0
sim5396,0.0
sim5397,0.0
sim5398,55.55555555555556
sim5399,0.0
sim5400,0.0
sim5401,55.55555555555556
sim5402,0.0
sim5403,0.0
sim5404,0.0
sim5405,0.0
sim5406,0.0
sim5407,100.0
sim5408,88.88888888888889
sim5409,0.0
sim5410,0.0
sim5411,44.44444444444444
sim5412,0.0
sim5413,11.11111111111111
sim5414,0.0
sim5415,0.0
sim5416,77.77777777777779
sim5417,22.22222222222222
sim5418,0.0
sim5419,0.0
sim5420,0.0
sim5421,0.0
sim5422,100.0
sim5423,0.0
sim5424,0.0
sim5425,0.0
sim5426,0.0
sim5427,77.77777777777779
sim5428,0.0
sim5429,66.66666666666666
sim5430,0.0
sim5431,0.0
sim5432,0.0
sim5433,0.0
sim5434,0.0
sim5435,44.44444444444444
sim5436,0.0
sim5437,22.22222222222222
sim5438,33.33333333333333
sim5439,0.0
sim5440,0.0
sim5441,77.77777777777779
sim5442,11.11111111111111
sim5443,0.0
sim5444,0.0
sim5445,0.0
sim5446,11.11111111111111
sim5447,0.0
sim5448,0.0
sim5449,0.0
sim5450,66.66666666666666
sim5451,0.0
sim5452,77.77777777777779
sim5453,0.0
sim5454,0.0
sim5455,0.0
sim5456,0.0
sim5457,77.77777777777779
sim5458,44.44444444444444
sim5459,0.0
sim5460,0.0
sim5461,44.44444444444444
sim5462,0.0
sim5463,77.77777777777779
sim5464,0.0
sim5465,0.0
sim5466,0.0
sim5467,0.0
sim5468,100.0
sim5469,0.0
sim5470,0.0
sim5471,11.11111111111111
sim5472,44.44444444444444
sim5473,0.0
sim5474,0.0
sim5475,33.33333333333333
sim5476,0.0
sim5477,0.0
sim5478,44.44444444444444
sim5479,0.0
sim5480,0.0
sim5481,0.0
sim5482,0.0
sim5483,44.44444444444444
sim5484,0.0
sim5485,88.88888888888889
sim5486,0.0
sim5487,0.0
sim5488,100.0
sim5489,0.0
sim5490,0.0
sim5491,77.77777777777779
sim5492,0.0
sim5493,0.0
sim5494,33.33333333333333
sim5495,0.0
sim5496,0.0
sim5497,0.0
sim5498,0.0
sim5499,0.0
sim5500,0.0
sim5501,11.11111111111111
sim5502,0.0
sim5503,0.0
sim5504,0.0
sim5505,0.0
sim5506,11.11111111111111
sim5507,11.11111111111111
sim5508,0.0
sim5509,100.0
sim5510,44.44444444444444
sim5511,0.0
sim5512,77.77777777777779
sim5513,0.0
sim5514,0.0
sim5515,0.0
sim5516,0.0
sim5517,0.0
sim5518,44.44444444444444
sim5519,0.0
sim5520,0.0
sim5521,22.22222222222222
sim5522,0.0
sim5523,44.44444444444444
sim5524,0.0
sim5525,22.22222222222222
sim5526,0.0
