0,avg2011,avg2011,max2011,max2011,min2011,min2011,avg2012,avg2012,max2012,max2012,min2012,min2012,avg2013,avg2013,max2013,max2013,min2013,min2013,avg2014,avg2014,max2014,max2014,min2014,min2014,avg2015,avg2015,max2015,max2015,min2015,min2015,avg2016,avg2016,max2016,max2016,min2016,min2016,avg2017,avg2017,max2017,max2017,min2017,min2017,avg2018,avg2018,max2018,max2018,min2018,min2018,avg2019,avg2019,max2019,max2019,min2019,min2019,avg2020,avg2020,max2020,max2020,min2020,min2020
Morris Index,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma
par77,3.4832,2.1112,3.708,2.7908,3.3572,1.9592,3.7835,3.2986,3.32,3.0087,3.04,2.0932,4.1157,3.0293,6.588,3.4638,3.5924,2.3559,3.2903,2.1411,6.14,4.0655,2.9896,2.3498,4.7736,4.242,9.36,5.8024,4.1564,2.2205,3.639,2.7572,5.92,3.4427,2.5484,1.4488,4.9335,4.1649,6.98,4.088,3.488,2.22,4.5212,3.9613,5.84,4.0185,5.304,3.3745,3.261,2.3135,4.28,2.9202,2.4728,1.8654,2.4473,1.6628,2.576,2.1069,2.3912,1.5644
par78,0.1722,0.3842,0.432,0.966,0.128,0.2862,0.2097,0.4689,0.28,0.6261,0.296,0.6619,0.1698,0.3797,0.396,0.8855,0,0,0.1276,0.2852,0.48,1.0733,0.224,0.5009,0.2676,0.5983,0.6,1.3416,0.236,0.5277,0.2053,0.4591,0.44,0.9839,0,0,0.2967,0.6634,0.492,1.1001,0.364,0.8139,0.2934,0.6562,0.44,0.9839,0.144,0.322,0.1599,0.3575,0.496,1.1091,0,0,0.0521,0.1164,0.116,0.2594,0,0
par79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par80,0.423,0.4241,0.4,0.4794,0.4668,0.5652,0.0721,0.0483,0.42,0.3347,0.1,0.0949,0.0579,0.054,0.272,0.4496,0.1772,0.1437,0.108,0.0857,0.616,0.5266,0.3484,0.2828,0.2497,0.16,0.48,0.3347,0.1044,0.0861,0.244,0.3516,0.56,0.4099,0.1144,0.1027,0.2377,0.286,1.312,1.4038,0.472,0.6824,0.0589,0.0569,0.2,0.1414,0.14,0.1068,0.2057,0.2043,0.568,0.6987,0.3088,0.253,0.2799,0.2432,0.648,0.6009,0.1036,0.106
par81,0.000844,0.0014,0.088,0.1753,0.024,0.0537,0.000317,0.000679,0.084,0.1769,0,0,3.29E-05,7.35E-05,0.044,0.0984,0,0,0.000263,0.000588,0,0,0,0,0.000559,0.0012,0.04,0.0894,0.044,0.0984,0.0013,0.0018,0,0,0,0,0.0017,0.003,0.04,0.0894,0.02,0.0283,0.000395,0.000604,0.2,0.2828,0.04,0.0616,0.000412,0.00064,0.052,0.0867,0.004,0.0089,0.000273,0.000374,0.08,0.1095,0.0004,0.000894
par82,0.4486,0.7319,0.372,0.6956,0.268,0.3751,0.4023,0.8826,0.88,1.9677,0.212,0.474,0.3285,0.7346,0.688,1.5384,0.028,0.0626,0.2982,0.6668,0.72,1.61,0.4,0.8944,0.4501,1.0065,0.96,2.1466,0.392,0.8765,0.3857,0.8625,0.76,1.6994,0.068,0.1521,0.5055,1.1304,0.8,1.7889,0.592,1.3238,0.5073,1.1344,0.76,1.6994,0.248,0.5545,0.3091,0.6912,0.672,1.5026,0.004,0.0089,0.1596,0.3568,0.24,0.5367,0.0004,0.000894
par83,1.0859,0.8638,1.68,1.6634,1.1824,0.859,1.0796,0.7591,1.004,1.1376,1.508,0.8603,1.1251,0.6614,1.092,0.8499,0.9976,0.5415,0.9788,0.5641,1.288,1.1556,0.8604,0.4918,1.3892,0.9769,2.12,1.9162,1.5136,0.7725,0.9517,0.8125,1.8,1.1045,1.434,0.6749,1.0891,1.1079,1.82,1.3708,0.528,0.6968,0.8381,0.843,1.48,0.8556,1.32,0.826,0.9014,0.5528,1.264,0.8788,1.0424,0.5787,0.6172,0.3439,0.684,0.4139,0.5692,0.3234
par84,1.1317,2.5302,1.8,4.0249,0.9004,2.0122,0.6263,1.4003,0.72,1.61,0.932,2.084,0.3625,0.8104,0.052,0.1163,0.0008,0.0018,0.5567,1.2443,1.12,2.5044,0.864,1.932,0.6211,1.3883,0.64,1.4311,0.552,1.2343,0.5612,1.2542,1.32,2.9516,0.224,0.5009,0.6156,1.3755,0.52,1.1628,0.396,0.8855,0.5193,1.1602,0.4,0.8944,0.268,0.5993,0.2824,0.6306,0.444,0.9928,0,0,0.242,0.5402,0.56,1.2522,0.0004,0.000894
par85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par86,0.9511,0.2853,0.872,0.5421,0.9968,0.4305,0.3001,0.2136,1.32,0.5404,0.444,0.4227,0.2904,0.4477,0.236,0.2443,0.8572,0.7473,0.4284,0.2011,1.848,1.2975,1.3188,0.7166,0.4963,0.2135,1.32,0.6723,0.7648,1.0272,0.2697,0.2154,1.12,1.064,0.7656,1.0221,0.6254,0.3022,1.424,0.8825,1.276,1.6906,0.2248,0.2043,0.44,0.2608,0.44,0.7021,0.8074,0.4548,0.576,0.5629,1.0684,0.8399,0.6574,0.3227,1.2,0.4472,0.51,0.3621
par87,0.0118,0.0264,0.04,0.0894,0.042,0.0939,0.0023,0.0052,0.2,0.4472,0,0,0.0028,0.0062,0.144,0.322,0,0,0.000119,0.000238,0,0,0,0,0.000553,0.0012,0.04,0.0894,0,0,0.0099,0.0221,0,0,0,0,0.0079,0.0176,0.08,0.1789,0.036,0.0805,0.0027,0.006,0.04,0.0894,0,0,0.0064,0.0142,0.044,0.0984,0,0,3.84E-05,8.27E-05,0,0,0,0
par88,0.5774,1.2901,0.92,2.0572,0.346,0.7726,0.1968,0.4394,0.76,1.6994,0,0,0.1277,0.2853,0.54,1.2075,0,0,0.000452,0.00083,0,0,0,0,0.0781,0.1746,0.52,1.1628,0.0004,0.000894,0.125,0.2794,0,0,0.0652,0.1458,0.2972,0.6644,0.72,1.61,0.42,0.9391,0.2495,0.5579,0.92,2.0572,0,0,0.102,0.228,0.548,1.2254,0,0,3.62E-05,7.20E-05,0,0,0,0
par89,1.4159,0.9878,1.4,1.3565,1.6148,0.9062,1.2165,0.8606,1.24,1.4311,1.408,0.7797,1.7422,0.7118,1.44,1.2268,2.0468,1.1089,0.9899,0.6582,1.32,1.2377,0.9412,0.7597,1.5336,1.0549,2.4,1.4697,1.96,0.9804,1.1685,0.7136,1.64,0.9423,2.0484,1.1361,1.5739,1.2578,1.924,1.5482,1.724,0.7897,1.4692,1.0604,1.64,1.1437,2.412,0.7489,1.6764,0.6948,1.3,0.8549,1.806,1.1539,1.075,0.6301,1.4,0.9055,1.3352,0.9646
par90,1.9565,4.3748,4.12,9.2126,0.172,0.3846,3.3161,7.415,4.2,9.3915,2.872,6.422,1.1603,2.5944,4.108,9.1858,0.072,0.161,2.7377,6.1216,0.04,0.0894,0.0528,0.1181,2.4093,5.3874,3.16,7.066,0.6,1.3416,3.6109,8.0741,7.04,15.7419,0.988,2.2092,2.4069,5.382,3.76,8.4076,0.956,2.1377,2.6561,5.9392,0.48,1.0733,0.42,0.9391,0.8613,1.9259,1.572,3.5151,0.1376,0.3077,1.4593,3.263,2.44,5.456,0.1904,0.4257
par91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par92,4.4621,2.4421,3.664,2.321,6.6536,5.8468,2.0381,1.9455,3.4,3.5299,1.632,1.5676,3.6999,3.5188,2.456,2.5239,7.9684,6.3379,1.8705,1.8096,10.624,7.4911,7.9672,5.5513,1.1426,0.4495,3.52,2.4191,6.904,6.8413,2.5728,3.2698,7.44,10.1729,3.532,4.2606,1.2038,1.0644,6.24,3.0118,7.756,6.625,0.9114,0.649,2.64,3.008,5.64,6.3675,4.9466,3.845,2.448,3.1129,7.1936,5.1,1.5269,0.587,2.64,1.6935,3.2028,3.1417
par93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par94,0.6932,1.5499,0.12,0.2683,0,0,1.7321,3.8731,4.76,10.6437,0.724,1.6189,1.0411,2.3279,4.4,9.8387,0,0,0.378,0.8452,0.04,0.0894,0.006,0.0134,1.2154,2.7177,4.16,9.302,0.188,0.4204,1.2707,2.8414,1.52,3.3988,0.388,0.8676,2.1147,4.7285,4.4,9.8387,0.948,2.1198,1.8697,4.1808,5,11.1803,0.12,0.2683,0.722,1.6145,0,0,0,0,0.0161,0.036,0.04,0.0894,0,0
par95,5.9988,3.3341,7.784,4.3462,6.3468,2.8303,5.9953,4.9133,7.12,4.9932,6.14,4.9616,6.2739,3.6328,9.152,6.0256,4.9152,2.6867,3.9911,2.5574,4.352,3.9002,2.8104,1.5638,6.8148,5.1311,9.76,6.7013,5.6136,3.0482,5.267,3.9869,5.88,4.4308,4.66,3.047,7.9557,6.7314,11.484,8.3429,5.46,3.8236,6.4468,5.249,8.32,4.8448,7.748,3.9951,5.0946,2.4855,6.436,3.9676,3.7536,2.2504,3.0907,1.6244,3.96,2.1927,3.1024,1.6691
par96,0.3373,0.4721,0.28,0.4382,0.232,0.5188,0.2856,0.3944,0.16,0.2608,0.112,0.1993,0.235,0.4133,0.056,0.0876,0.2432,0.5438,0.3698,0.5157,0.12,0.1789,0.1844,0.3038,0.2596,0.4005,0.08,0.1789,0.068,0.1521,0.3298,0.4518,0.48,0.6573,0.292,0.5986,0.2984,0.4202,0.16,0.2608,0.212,0.4204,0.2926,0.4082,0.08,0.1095,0.268,0.5993,0.2161,0.3355,0.776,1.6908,0.1728,0.3864,0.3082,0.4248,0.8,1.1314,0.1684,0.3766
par97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par98,0.3347,0.1205,0.312,0.1213,0.548,0.3991,0.299,0.2533,0.652,1.0998,0.548,0.7264,0.3631,0.2966,0.364,0.2826,0.48,0.4398,0.1056,0.0534,0.736,0.8628,0.6984,0.3755,0.0817,0.072,0.72,0.4604,0.452,0.3261,0.1587,0.1505,0.8,1.1045,0.2176,0.4161,0.139,0.0978,0.72,0.6015,0.656,0.6567,0.0965,0.0969,0.72,0.996,0.312,0.3841,0.3021,0.1965,0.728,0.9342,0.4044,0.3212,0.0646,0.0312,0.424,0.5991,0.3012,0.2441
par99,0.004,0.0081,0,0,0.004,0.0089,0.000492,0.0011,0,0,0,0,0.000866,0.0019,0,0,0.0112,0.025,0.00057,0.0013,0,0,0.0004,0.000894,0.000723,0.0016,0,0,0,0,0.000437,0.000978,0,0,0,0,0.000515,0.0012,0,0,0,0,0.000186,0.000417,0,0,0.004,0.0089,0.00067,0.0015,0.004,0.0089,0.0004,0.000894,0.000121,0.00027,0,0,0.0008,0.0018
par100,0.5791,0.7652,1,1.5748,0.1904,0.4257,0.9142,1.3578,1.12,1.993,0.376,0.5874,0.4232,0.6058,0.448,0.8942,0.1548,0.3461,0.3168,0.4337,0.08,0.1789,0.0844,0.1887,0.3533,0.5725,0.56,0.7668,0.208,0.4651,0.2034,0.4206,0.32,0.6099,0.1988,0.4367,0.3014,0.6255,0.4,0.7874,0.256,0.5724,0.2742,0.5737,0.28,0.6261,0.208,0.4651,0.1586,0.3498,0.184,0.4114,0.1216,0.2719,0.1174,0.2625,0.24,0.5367,0.1084,0.2424
par101,0.5966,0.2757,0.476,0.3858,0.8796,0.1666,0.6145,0.4214,1.04,0.3847,0.644,0.3468,0.6169,0.2296,0.98,0.5346,0.6092,0.3244,0.3789,0.1989,0.792,0.7102,0.4,0.1769,0.5392,0.4056,0.92,0.6261,0.4388,0.3478,0.396,0.2245,0.8,0.4,0.5224,0.272,0.4738,0.3963,0.94,0.6148,0.312,0.2472,0.4003,0.3982,0.72,0.4817,0.756,0.2766,0.4513,0.0986,1.136,0.2707,0.5476,0.2752,0.3796,0.1113,0.4,0.4,0.476,0.185
par102,0.3839,0.6825,0.32,0.7155,0.3964,0.6232,0.8699,1.2554,0.64,0.9209,0.636,0.8723,0.8463,1.2553,1.408,2.4855,0.326,0.4758,0.5032,0.8211,0.56,0.7127,0.6244,0.8232,0.8783,1.4886,1.64,2.6169,0.668,1.0053,0.7918,1.2558,1.32,2.1707,0.128,0.2862,1.2908,1.8666,1.72,2.5282,0.88,1.2133,1.3334,1.8744,2.32,3.2268,0.4,0.8833,0.6513,0.9636,1.28,2.2521,0.0736,0.1646,0.353,0.5444,0.4,0.6928,0.0056,0.0125
par103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par104,0.5378,0.3922,0.796,0.506,0.5504,0.4095,0.2082,0.1572,0.44,0.3578,0.28,0.3262,0.2314,0.1646,0.136,0.1717,0.5068,0.3776,0.436,0.3569,0.736,0.6932,0.6924,0.4947,0.2769,0.2155,0.36,0.2608,0.3632,0.2673,0.103,0.0805,0.12,0.1789,0.2828,0.1911,0.3104,0.2585,0.508,0.3979,0.14,0.1625,0.0104,0.0055,0.2,0.2449,0.144,0.1486,0.3298,0.2447,0.26,0.32,0.5124,0.4325,0.4135,0.3428,0.76,0.555,0.2884,0.2723
par105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48E-05,0.000123,0,0,0,0,0.000121,0.00027,0,0,0,0,2.19E-06,4.90E-06,0,0,0,0,0,0,0,0,0,0
par106,1.1221,2.041,1.368,2.2568,1.056,1.8624,1.1965,2.0636,1.32,2.3392,1.124,2.0664,0.9936,1.7236,1.276,2.032,0.6416,1.3151,0.5295,0.7618,0.804,1.2728,0.684,1.235,0.8732,0.936,1.8,2.1354,0.412,0.441,0.787,0.8168,1.4,1.5684,0.128,0.2862,1.2928,1.2974,1.92,1.8687,1.1,1.2109,1.3493,1.3519,2.08,2.2118,0.232,0.3489,0.6284,0.5872,1.104,1.0106,0.06,0.1342,0.2985,0.2812,0.32,0.4147,0.104,0.2326
par107,1.437,1.3186,1.78,1.5106,1.5272,1.0038,1.423,1.2102,1.36,1.2522,1.152,1.3429,1.2528,1.1704,1.784,1.2541,1.3712,0.7293,0.8987,0.6701,0.92,0.7563,0.8964,0.6909,1.3382,1.106,2.12,1.494,1.496,1.0422,1.1735,0.8297,2.2,0.9055,1.3036,0.9402,1.5375,1.3349,2.156,1.1754,1.36,1.0179,1.4269,1.2753,1.8,1.2728,1.924,1.0739,1.1828,0.9079,1.696,1.2451,1.4572,0.5436,0.7101,0.6852,0.88,0.7294,1.1448,0.5086
par108,0.171,0.3823,0.296,0.6619,0.104,0.2326,0.2568,0.5742,0.64,1.4311,0.16,0.3578,0.0797,0.1782,0.444,0.9928,0,0,0.0016,0.0035,0.016,0.0358,0,0,0.0131,0.0228,0.04,0.0894,0,0,0.1373,0.1892,0.2,0.4472,0,0,0.5226,0.7203,0.972,1.524,0.412,0.5834,0.6977,1.0857,1.4,2.0688,0.06,0.1342,0.1116,0.1994,0.616,1.258,0,0,0,0,0,0,0,0
par109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088,0.0196,0.04,0.0894,0,0,0,0,0,0,0,0,0.0019,0.0042,0.008,0.0179,0,0,0.0036,0.0081,0,0,0,0,0.000132,0.000294,0,0,0,0,0.000132,0.000294,0,0,0,0
par110,0.9066,0.812,1.324,1.2469,0.5744,0.49,0.3026,0.3169,0.348,0.3369,0.272,0.2373,0.3382,0.3111,0.268,0.252,0.5564,0.5344,0.257,0.22,1.072,0.9949,0.9496,0.9133,0.348,0.3539,1.44,1.417,0.3924,0.3879,0.8553,1.1622,2.68,3.9385,0.3312,0.4862,0.2579,0.2958,0.84,1.1239,1.176,1.5446,0.2325,0.326,0.96,1.8188,0.464,0.6575,0.8014,0.6731,0.764,0.6849,0.6383,0.5984,0.3005,0.3331,0.988,0.8537,0.118,0.1239
par111,0,0,0,0,0,0,0.000393,0.00088,0,0,0,0,0.00011,0.000245,0,0,0,0,0.0208,0.0465,0,0,0,0,0.0196,0.0437,0.12,0.2683,0,0,0.0147,0.0328,0.4,0.8944,0,0,0.01,0.0224,0.24,0.5367,0.02,0.0447,0.0246,0.055,0.16,0.3578,0,0,0.000482,0.0011,0,0,0,0,0,0,0,0,0,0
par112,0.7226,0.991,1.16,1.6273,0.256,0.4979,1.4113,2.0083,1.28,1.8033,0.636,0.8723,0.6258,0.8693,1.792,2.5576,0.016,0.0358,0.4902,0.6634,0.36,0.805,0.3608,0.8068,0.9863,1.2925,2.24,3.223,0.3396,0.4775,1.5505,1.6485,2.6,3.3793,0.4908,0.7256,1.837,1.851,2.844,2.6761,1.516,1.9461,1.4473,1.831,2.24,2.8121,0.4396,0.8337,0.4279,0.624,1.52,2.0193,0.0028,0.0063,0.1217,0.2495,0.24,0.5367,0,0
par113,0.7671,0.5944,0.888,0.5956,0.7308,0.5604,1.2705,1.3595,1.24,1.161,1.644,1.7075,1.1403,0.6628,1.144,0.9173,0.782,0.4757,0.5868,0.8134,0.84,0.6986,0.4816,0.29,0.9541,0.9313,2.28,0.9859,1.0648,0.6935,0.9213,0.5906,2.6,2.5495,1.1748,1.1374,0.7501,0.6711,1.624,0.9332,0.964,0.7916,0.5498,0.4632,1.36,1.0714,2.6056,1.2602,0.5867,0.3018,0.704,0.4601,0.458,0.293,0.7407,0.6123,0.52,0.5215,0.7893,0.6492
par114,0.0314,0.0313,0.012,0.0268,0.0916,0.1221,0.0498,0.0643,0.048,0.0867,0.04,0.049,0.0334,0.0318,0.016,0.0261,0.0724,0.1132,0.1201,0.193,0,0,0.0704,0.1011,0.394,0.7959,0.4,0.8944,0.3268,0.6451,0.4327,0.8622,0.56,1.1437,0.2504,0.5422,0.7964,1.6702,0.928,2.0751,0.764,1.5636,1.1779,2.5035,1.08,2.3048,0.9984,2.1254,1.0235,2.1936,1.656,3.5915,0.496,1.0483,0.7779,1.5874,1.012,2.0466,0.2112,0.3912
par115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par116,2.7183,1.6143,3.636,2.4723,2.2312,1.6046,0.6746,0.5755,1.324,0.8252,1.276,1.2505,1.0741,0.7026,1.168,0.6509,2.4968,1.9643,1.0689,0.5255,3.752,1.7741,3.2176,1.6941,1.2923,0.6329,1.96,1.9769,2.02,1.3195,0.2857,0.1274,0.32,0.1095,1.5692,1.2961,1.295,0.6245,3.208,0.6036,2.172,1.6354,0.5973,1.0035,1.6,1.2083,1.032,1.143,1.7193,0.6757,1.532,1.3813,2.6834,1.3806,1.1227,0.4575,2.364,0.5536,0.852,0.4866
par117,0.0307,0.0403,0.76,1.0621,0.0576,0.1033,0.0092,0.0107,0.592,1.0682,0.248,0.3568,0.0171,0.0284,0.236,0.3204,0.0212,0.0337,0.0117,0.0184,0.08,0.1386,0.0084,0.0106,0.0133,0.0191,0.12,0.1789,0.0172,0.0352,0.0184,0.0279,0.24,0.4336,0.0656,0.1313,0.0019,0.0025,0.176,0.2475,0.076,0.1374,0.0134,0.0204,0.2,0.2828,0.1244,0.2139,0.029,0.042,0.284,0.3822,0.0324,0.0377,0.0039,0.0069,0.332,0.4991,0.0048,0.0067
par118,2.9448,3.0468,3.116,3.4254,0.4632,0.9804,3.0992,3.8843,4.636,5.093,1.876,2.3725,2.1295,2.9204,6.48,6.3797,0.2232,0.4846,1.162,2.2222,2.048,3.3881,1.7464,3.4249,1.7858,3.221,3.48,5.2223,1.2328,1.9943,1.5433,2.7566,1.68,3.6458,0.806,1.7579,2.5029,4.1967,4.224,6.0712,2.192,3.8941,2.7816,4.334,4.84,6.7534,0.688,1.5273,1.4632,2.3593,4.808,6.3611,0.1196,0.2586,0.6144,1.3148,1.16,2.4835,0.008,0.0179
par119,6.0037,4.3769,6.908,4.5473,5.5356,3.7181,4.8501,4.6121,4.884,3.8664,5.044,4.2102,5.3349,4.2317,6.424,4.5054,4.9732,3.4119,3.6242,3.1075,4.016,3.4706,3.9048,3.1291,4.4355,3.7958,4.8,3.891,4.3436,3.1554,3.7878,3.2508,3.44,3.2784,4.0556,3.4395,4.8795,4.395,5.372,3.0366,4.664,3.6096,4.3809,3.9099,5.16,2.9813,6.108,3.6545,3.9947,2.8151,3.224,3.2402,4.1624,3.1542,2.7132,1.988,2.484,1.708,3.2544,2.942
par120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
