0,avg2011,avg2011,max2011,max2011,min2011,min2011,avg2012,avg2012,max2012,max2012,min2012,min2012,avg2013,avg2013,max2013,max2013,min2013,min2013,avg2014,avg2014,max2014,max2014,min2014,min2014,avg2015,avg2015,max2015,max2015,min2015,min2015,avg2016,avg2016,max2016,max2016,min2016,min2016,avg2017,avg2017,max2017,max2017,min2017,min2017,avg2018,avg2018,max2018,max2018,min2018,min2018,avg2019,avg2019,max2019,max2019,min2019,min2019,avg2020,avg2020,max2020,max2020,min2020,min2020
Morris Index,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma,Mu,Sigma
par144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par157,1.1885,0.2544,3.636,0.9912,0.1592,0.1539,1.9624,0.4892,1.872,1.1823,1.3,1.1506,0.4097,0.1931,0.848,0.33,0.0864,0.0951,2.1334,0.6476,1.016,0.8563,0.628,0.6448,1.018,0.0913,1.28,0.8319,0.24,0.1311,1.6331,0.4061,5.92,1.7297,0.1436,0.0995,1.4025,0.238,0.8,0.2362,0.472,0.4536,1.5237,0.3207,2,0.5831,0.52,0.2518,0.5158,0.1317,2.188,0.957,0.14,0.125,1.1596,0.3486,1.436,0.6652,0.1416,0.092
par158,0.0951,0.0346,0.168,0.2124,0.0292,0.0395,0.2216,0.0722,0.36,0.2608,0.068,0.1308,0.0244,0.0416,0.048,0.0856,0.006,0.0075,0.203,0.0398,0.16,0.2608,0.076,0.1043,0.0342,0.0567,0.08,0.1095,0.0272,0.0422,0.1764,0.0589,0.72,1.064,0.0932,0.0835,0.0546,0.0565,0.084,0.1769,0.104,0.109,0.1309,0.0601,0.08,0.1095,0.04,0.051,0.0862,0.0273,0.444,0.3348,0.0048,0.0033,0.0485,0.0375,0.2,0.2449,0.0064,0.0082
par159,0.0119,0.0107,0.012,0.0179,0.06,0.0678,0.0044,0.0051,0.144,0.2571,0.036,0.0297,0.0205,0.0144,0.084,0.0899,0.0016,0.0036,0.0045,0.0083,0.004,0.0089,0.0068,0.0084,0.0154,0.009,0,0,0.0084,0.0106,0.0021,0.0021,0.04,0.0894,0.004,0.0089,0.0246,0.0206,0.168,0.1641,0.076,0.126,0.0066,0.0077,0,0,0.064,0.041,0.0084,0.0089,0.072,0.1188,0.0008,0.0011,0.0031,0.0048,0.084,0.0921,0.0764,0.0789
par160,1.0073,0.2959,2.896,1.2256,0.0984,0.0976,1.5962,0.3967,0.816,0.7275,0.52,0.4094,0.5105,0.2941,1.172,1.2871,0.0676,0.1127,1.7674,0.6157,0.44,0.498,0.138,0.1756,0.9521,0.1699,1.64,1.1082,0.224,0.2718,1.3345,0.4061,4.72,2.2477,0.1376,0.1456,1.3534,0.1958,0.912,0.4401,0.352,0.2671,1.2691,0.198,1.32,1.0257,0.356,0.2484,0.4073,0.1431,1.536,1.0115,0.0668,0.0814,0.9622,0.3694,1.416,1.0321,0.1544,0.0953
par161,0.1181,0.037,0.432,0.3303,0.0012,0.0018,0.1817,0.0594,0.52,0.6261,0.084,0.1389,0.0151,0.0251,0.02,0.0245,0.0236,0.0528,0.1763,0.0412,0.212,0.1635,0.0144,0.026,0.0281,0.0361,0,0,0.0612,0.0737,0.117,0.0442,0.4,0.2828,0.076,0.0713,0.0431,0.0214,0,0,0.044,0.0434,0.1348,0.0362,0.08,0.1095,0.016,0.0261,0.0586,0.0136,0.156,0.2247,0.0488,0.0927,0.0759,0.028,0.24,0.3286,0.0196,0.0416
par162,0.0033,0.0036,0.044,0.0876,0.0064,0.0092,0.009,0.0075,0.048,0.0867,0.008,0.011,0.005,0.0041,0.024,0.0537,0.026,0.0559,0.0073,0.0067,0.004,0.0089,0.0124,0.0176,0.0034,0.0032,0,0,0.024,0.0537,0.0077,0.0083,0.12,0.2683,0.032,0.061,0.000942,0.000712,0.008,0.0179,0.06,0.1233,0.0023,0.0021,0.08,0.1789,0.004,0.0089,0.002,0.0014,0.024,0.0537,0.0004,0.000894,0.0038,0.003,0.072,0.0996,0.0012,0.0011
par163,1.6664,0.6278,6.632,3.9137,0.15,0.1209,2.5462,0.9396,2.04,1.7111,1.484,1.2029,0.7872,0.24,1.444,0.2602,0.1672,0.1896,3.1496,1.1917,0.832,1.0184,0.7496,0.7648,1.5481,0.2631,1.04,0.9737,0.7868,0.5776,2.7066,0.8775,9.04,3.2508,1.1496,0.4293,2.3323,0.4785,1.42,0.7887,0.532,0.3399,1.9213,0.6346,2.64,2.0219,0.528,0.4828,1.2601,0.3739,3.592,2.5267,0.6612,0.2878,1.5225,0.6041,4.532,3.6015,0.2368,0.1531
par164,0.2866,0.0676,1.16,0.7668,0.0744,0.0976,0.3966,0.0975,0.188,0.1439,0.164,0.1053,0.0841,0.1129,0.08,0.097,0.0424,0.0728,0.3591,0.059,0.384,0.3651,0.1464,0.1576,0.1124,0.11,0.16,0.0894,0.1328,0.1306,0.3049,0.0832,1.16,0.6542,0.168,0.1641,0.1706,0.0665,0.188,0.1439,0.112,0.082,0.2522,0.1016,0,0,0.224,0.3812,0.2455,0.0752,0.84,0.4162,0.1474,0.0695,0.2047,0.0683,0.832,0.6702,0.0592,0.0455
par165,0.0082,0.0081,0.148,0.1831,0.0544,0.1041,0.0132,0.0129,0.048,0.0867,0.076,0.0942,0.0176,0.0159,0.008,0.0179,0.0056,0.0077,0.0227,0.017,0.004,0.0089,0.0108,0.0102,0.013,0.0123,0.04,0.0894,0.026,0.0261,0.0165,0.0128,0.12,0.1789,0.0212,0.0246,0.0128,0.0117,0.012,0.0179,0.084,0.1203,0.0034,0.0045,0,0,0.02,0.02,0.003,0.0017,0.124,0.178,0.0192,0.0343,0.0073,0.0072,0.116,0.1499,0.0156,0.0215
par166,0.6859,0.0867,2.364,0.5987,0.1008,0.0841,1.4443,0.2294,0.968,0.741,0.804,0.3223,0.3721,0.2072,0.76,0.314,0.0916,0.0918,1.5219,0.2336,0.392,0.3038,0.3052,0.4944,0.76,0.1896,0.68,0.2683,0.2348,0.1098,1.3337,0.151,3.32,0.7294,0.482,0.1494,1.0023,0.1334,0.568,0.556,0.232,0.1439,1.1377,0.1181,1.08,0.923,0.232,0.2033,0.4221,0.1349,1.24,0.6389,0.1612,0.1119,0.7155,0.1555,1.156,0.8658,0.114,0.099
par167,0.1252,0.0449,0.48,0.4147,0.054,0.1043,0.2145,0.0678,0.16,0.1673,0.176,0.0684,0.0186,0.0309,0.032,0.0502,0.0148,0.0254,0.1851,0.0491,0.16,0.2191,0.0176,0.0145,0.0377,0.0364,0,0,0.0368,0.0247,0.095,0.0284,0.2,0.1414,0.0492,0.025,0.0172,0.0175,0,0,0.032,0.039,0.1293,0.0435,0.12,0.1789,0.06,0.0787,0.0493,0.0336,0.2,0.151,0.0804,0.1049,0.1071,0.0283,0.28,0.3033,0.0452,0.0564
par168,0.0085,0.0113,0.16,0.2608,0.056,0.0329,0.0229,0.0192,0.04,0.0894,0.08,0.086,0.0348,0.0293,0.044,0.0876,0.0332,0.031,0.0285,0.0217,0.004,0.0089,0.0368,0.0487,0.0222,0.0212,0.12,0.1789,0.016,0.0089,0.0165,0.0123,0.24,0.2608,0.016,0.0261,0.0078,0.0116,0.044,0.0876,0.032,0.0228,0.0108,0.0083,0.12,0.1095,0.024,0.0261,0.0158,0.0193,0.084,0.1431,0.0228,0.0262,0.0064,0.0044,0,0,0.0572,0.0629
par169,0.192,0.0454,0.872,0.4006,0.0124,0.0187,0.4805,0.1517,0.316,0.236,0.188,0.1308,0.0954,0.056,0.32,0.0927,0.018,0.0147,0.5305,0.1704,0.156,0.241,0.2984,0.5389,0.2086,0.0384,0.28,0.1789,0.0808,0.069,0.4134,0.1152,1.56,0.4775,0.0716,0.0716,0.392,0.0972,0.344,0.236,0.236,0.2251,0.4007,0.097,0.6,0.2449,0.132,0.1566,0.1224,0.0509,0.36,0.3079,0.0612,0.0583,0.3298,0.1425,0.444,0.3869,0.0688,0.0624
par170,0.0223,0.0125,0.06,0.0825,0.0088,0.0175,0.0522,0.0152,0,0,0.056,0.1144,0.0073,0.0139,0.044,0.0984,0.0024,0.0036,0.0559,0.0133,0.04,0.0894,0.0344,0.0572,0.0088,0.0173,0.04,0.0894,0.0092,0.0174,0.017,0.0102,0.04,0.0894,0.0404,0.0506,0.0028,0.0038,0.04,0.0894,0,0,0.0333,0.0122,0.04,0.0894,0.016,0.0358,0.0095,0.0195,0.06,0.1122,0.0096,0.0204,0.0289,0.0124,0.132,0.123,0.0016,0.0017
par171,0.0033,0.0045,0.008,0.0179,0.008,0.011,0.0061,0.0064,0.096,0.2147,0.072,0.1026,0.0106,0.0103,0.004,0.0089,0.0072,0.015,0.0081,0.0077,0.004,0.0089,0.0068,0.0079,0.0094,0.01,0,0,0.012,0.011,0.0041,0.0035,0.08,0.1789,0.008,0.0179,0.0026,0.0029,0.008,0.0179,0.012,0.0179,0.0028,0.0028,0.12,0.1789,0.012,0.0268,0.0055,0.0065,0.044,0.0876,0.004,0.0057,0.0032,0.0033,0.048,0.0867,0.002,0.0024
par172,2.7676,0.7739,7.94,2.3184,1.0344,0.4918,4.4592,1.0785,3.912,1.5933,5.476,3.4699,1.6814,0.4708,3.632,1.2641,0.7988,0.4886,5.2469,1.0635,2,1.2083,0.7116,0.5535,2.5402,0.5592,2.68,1.2617,1.48,0.7125,4.3338,0.9109,16.08,2.9516,1.56,0.8211,4.1464,0.8141,3.6,1.5556,1.96,0.7487,4.4428,0.9799,6.56,1.6935,1.856,1.0851,1.5662,0.4763,4.26,0.8681,0.794,0.4771,2.715,0.952,4.192,2.22,1.0936,0.687
par173,0.3176,0.1292,0.56,0.2843,0.146,0.1165,0.559,0.238,1.104,0.8112,0.968,0.858,0.0939,0.0817,0.136,0.0865,0.0244,0.0234,0.4047,0.163,0.136,0.2718,0.3192,0.5979,0.1007,0.0815,0.2,0.1414,0.1328,0.1718,0.2011,0.1228,0.36,0.2608,0.1084,0.1125,0.0942,0.055,0.244,0.2563,0.064,0.0219,0.4131,0.2178,0.2,0.3464,0.076,0.0754,0.109,0.0613,0.288,0.1221,0.0784,0.0748,0.3016,0.1903,0.344,0.3401,0.084,0.1226
par174,0.0316,0.0272,0.004,0.0089,0.164,0.1004,0.0608,0.0692,0.044,0.0876,0.208,0.2008,0.0547,0.0089,0.08,0.0735,0.1128,0.1407,0.0473,0.0521,0.044,0.0876,0.1392,0.202,0.0827,0.0333,0.2,0.2449,0.104,0.1014,0.038,0.0288,0.16,0.1673,0.112,0.0716,0.083,0.0423,0.124,0.1757,0.048,0.0502,0.0404,0.0226,0.04,0.0894,0.144,0.1819,0.0477,0.0302,0.096,0.1396,0.0908,0.1398,0.026,0.0099,0.04,0.0894,0.0508,0.0337
par175,0.7057,0.2801,3.496,2.4203,0.462,0.2566,0.81,0.2863,1,0.9695,0.472,0.1879,0.7106,0.2812,0.66,0.6518,0.1332,0.1734,1.2328,0.5031,2.784,5.1638,0.45,0.3564,1.1814,0.8767,2.32,1.6285,0.5652,0.5378,1.1431,0.4665,4.76,2.707,0.5196,0.4969,1.086,0.3528,1.684,1.165,0.808,0.5392,1.0102,0.3768,1.32,1.747,0.54,0.4027,0.6803,0.1978,0.64,0.4942,0.0976,0.0658,0.6118,0.1617,3,1.8055,0.194,0.2503
par176,0.0703,0.0418,0.312,0.2184,0.0516,0.0534,0.0771,0.0321,0.008,0.0179,0.116,0.0865,0.0533,0.0253,0.104,0.1658,0.028,0.0415,0.0629,0.0442,0.02,0.0283,0.0132,0.0171,0.0383,0.0193,0.2,0.2,0.0532,0.0947,0.0199,0.0125,0.28,0.1095,0.0052,0.0087,0.0123,0.0094,0,0,0.008,0.011,0.0548,0.045,0.16,0.3578,0.008,0.011,0.0639,0.0455,0.128,0.1579,0.0288,0.0337,0.0604,0.0235,0.352,0.3893,0.0628,0.0726
par177,0.0032,0.0029,0.084,0.1062,0.0112,0.0153,0.0076,0.005,0,0,0.008,0.0179,0.004,0.0039,0.016,0.0167,0.004,0.0047,0.0117,0.0085,0.004,0.0089,0.004,0.0089,0.0052,0.0031,0.04,0.0894,0.0048,0.0087,0.0068,0.0081,0.2,0.2,0.0008,0.0018,0.008,0.0106,0.084,0.1769,0,0,0.0051,0.0059,0,0,0.004,0.0089,0.0054,0.0054,0.06,0.1233,0.004,0.0057,0.0034,0.0019,0.044,0.0876,0.0028,0.0052
par178,1.6349,0.4498,7.86,8.8851,1.1068,0.8435,1.7975,0.4393,4.084,3.6465,1.188,0.6146,1.4424,0.6323,1.86,1.0727,0.9368,0.8128,2.1183,0.5931,7.852,14.362,0.6764,0.4629,1.763,0.7305,3.84,1.8836,1.2688,0.934,2.2129,0.5904,7.32,7.1086,1.4156,0.774,2.1777,0.6813,2.268,1.3383,1.776,1.0376,2.0771,0.7287,4.36,3.7481,1.62,0.8578,1.5173,0.6175,4.692,3.458,0.936,0.7692,1.5431,0.4682,7.56,7.0163,1.1502,0.9337
par179,0.1533,0.1049,0.412,0.561,0.052,0.0374,0.1432,0.0688,0.56,0.6986,0.168,0.1308,0.0687,0.0515,0.088,0.0912,0.0296,0.0187,0.1579,0.0615,2.56,2.3933,0.0412,0.0466,0.0729,0.0711,0.24,0.1673,0.014,0.0089,0.0787,0.0507,0.44,0.6693,0.0276,0.0522,0.0402,0.0505,0.084,0.1062,0.052,0.0844,0.1283,0.1023,1.56,3.4883,0.016,0.0261,0.126,0.0874,1.008,1.2333,0.0576,0.025,0.1505,0.0603,1.548,1.368,0.1168,0.0697
par180,0.0098,0.0126,0.1,0.0938,0.092,0.111,0.0375,0.0254,0.008,0.0179,0.096,0.0974,0.0224,0.0208,0.132,0.2516,0.0888,0.0951,0.0456,0.0298,0.188,0.2464,0.0572,0.106,0.0137,0.0107,0.04,0.0894,0.032,0.0303,0.0455,0.0296,0.4,0.2828,0.068,0.0795,0.0158,0.0133,0.092,0.1741,0.084,0.0805,0.021,0.0174,0.08,0.1789,0.032,0.039,0.0226,0.0179,0.06,0.0825,0.0352,0.0322,0.0136,0.0137,0.016,0.0358,0.0616,0.0656
par181,4.8087,2.5333,14.144,11.1721,3.652,2.4034,5.5053,2.964,7.656,3.4997,4.552,2.9024,4.2285,2.892,6.416,3.3758,2.8616,2.6734,5.7076,2.8415,25.272,30.6377,2.1296,2.1921,4.7739,2.9957,10.88,5.9776,3.3528,3.0136,6.3723,3.1848,9.96,4.5042,3.944,3.6311,6.5662,3.6019,7.984,4.551,5.312,3.9211,6.1928,3.4478,10.52,9.9434,5.016,3.7336,4.108,2.6837,6.608,3.7234,2.5292,2.2412,4.6207,2.6447,20.584,22.7399,3.8828,2.8802
par182,0.9015,0.3805,2.6,3.4322,0.4296,0.2404,0.9522,0.2049,2.66,2.3512,0.572,0.256,0.3939,0.1516,0.716,0.1905,0.2764,0.2665,0.6214,0.2438,4.176,8.7364,0.0728,0.0894,0.2851,0.1519,0.96,0.805,0.0732,0.063,0.3254,0.1509,0.68,0.7823,0.1248,0.105,0.1582,0.1281,0.184,0.1459,0.148,0.1507,0.4302,0.3942,5.36,11.6502,0.06,0.0616,0.6168,0.247,2.068,2.2932,0.2812,0.2706,0.7442,0.1679,4.004,4.0257,0.4752,0.2866
par183,0.0312,0.0398,0.212,0.111,0.116,0.0555,0.0715,0.0754,0.1,0.1732,0.172,0.3297,0.0142,0.0127,0.044,0.0434,0.0836,0.0946,0.0756,0.0855,0.176,0.2471,0.0412,0.0573,0.026,0.023,0.16,0.1673,0.028,0.011,0.094,0.103,0.4,0.5831,0.036,0.0607,0.0199,0.0199,0.184,0.2475,0.072,0.1163,0.0595,0.0804,0.16,0.1673,0.016,0.0261,0.0141,0.0121,0.06,0.0469,0.0404,0.0333,0.0262,0.0341,0.148,0.2038,0.0516,0.0521
par184,0.3877,0.1674,2.524,1.7655,0.244,0.1746,0.486,0.2756,0.512,0.3725,0.532,0.5622,0.3143,0.1153,0.448,0.2671,0.1936,0.1048,0.5607,0.2992,8.036,4.9528,0.294,0.1245,0.3171,0.1066,0.6,0.3162,0.324,0.2165,0.5997,0.335,0.76,0.498,0.416,0.4367,0.51,0.2319,1.236,1.5575,0.52,0.3603,0.482,0.2092,0.2,0.2449,0.224,0.1797,0.3712,0.132,0.452,0.2105,0.134,0.0828,0.402,0.2031,2.472,1.3645,0.2308,0.1945
par185,0.0407,0.0122,0.12,0.2683,0.056,0.0498,0.0422,0.0127,0.16,0.2191,0.036,0.0167,0.0135,0.0067,0.028,0.0228,0.0068,0.0083,0.0326,0.0107,0.64,0.555,0.0064,0.0086,0.0101,0.005,0.04,0.0894,0.004,0.0089,0.022,0.0068,0.08,0.1095,0.064,0.0876,0.0055,0.0038,0,0,0.004,0.0089,0.0222,0.0108,0.52,1.1628,0,0,0.0243,0.0037,0.132,0.2081,0.0328,0.0527,0.0255,0.0044,0.12,0.1789,0.0456,0.0405
par186,0.0057,0.0046,0.044,0.0876,0.0324,0.0607,0.0193,0.0117,0.044,0.0876,0.032,0.039,0.0119,0.0177,0.008,0.011,0.0148,0.0143,0.0125,0.0103,0.084,0.1062,0.0116,0.0172,0.0057,0.0052,0.08,0.1095,0.0124,0.0176,0.0128,0.0096,0.12,0.1095,0.0024,0.0054,0.0079,0.0065,0.084,0.1769,0.016,0.0261,0.017,0.0211,0.04,0.0894,0.04,0.0894,0.0095,0.0173,0.036,0.0385,0.0444,0.077,0.0122,0.0156,0.128,0.173,0.0112,0.0108
par187,1.5605,0.2043,5.588,5.263,1.448,0.1635,1.7058,0.2931,2.176,1.1449,1.644,0.2188,1.6136,0.1593,2.096,0.2451,1.266,0.2093,1.7619,0.4231,18.784,22.9789,1.0072,0.2049,1.7101,0.1545,3.88,1.1541,1.392,0.2203,2.0778,0.5505,2.76,0.9099,1.5,0.1744,2.5078,0.9988,4.42,3.4252,2.128,0.3916,2.5592,1.1026,5.92,5.7665,2.024,0.4189,1.827,0.5613,2.844,1.7364,1.1768,0.1125,1.776,0.4331,7.092,5.9284,1.5352,0.2295
par188,0.0836,0.0587,0.224,0.1315,0.072,0.0672,0.1394,0.0993,0.236,0.1688,0.092,0.0672,0.0767,0.0585,0.172,0.2361,0.0396,0.0468,0.0706,0.0375,0.92,1.1778,0.04,0.0374,0.0338,0.027,0.16,0.0894,0.016,0.0167,0.0487,0.0269,0.16,0.1673,0.028,0.0228,0.0239,0.0179,0.032,0.046,0.02,0.0141,0.0372,0.0211,0.08,0.1095,0.016,0.0089,0.0666,0.0513,0.148,0.1354,0.0424,0.0365,0.1076,0.0769,1.392,1.5825,0.0992,0.0921
par189,0.0109,0.0103,0.1,0.2126,0.0216,0.0231,0.0282,0.0194,0,0,0.088,0.1641,0.0141,0.0066,0.1,0.0663,0.022,0.0301,0.0167,0.013,0.128,0.0996,0.0152,0.0087,0.0152,0.013,0.04,0.0894,0.0092,0.0102,0.0219,0.0168,0.04,0.0894,0.008,0.011,0.0142,0.0138,0.064,0.0921,0.012,0.011,0.0232,0.0176,0,0,0.008,0.0179,0.0109,0.0044,0.04,0.0616,0.01,0.0131,0.0084,0.0073,0.084,0.1062,0.0072,0.014
par190,0.679,0.2764,5.688,5.9112,0.456,0.3369,0.7924,0.3149,1.56,1.3957,0.488,0.4351,0.5733,0.2794,0.6,0.4308,0.3588,0.2511,1.0482,0.4881,2.888,3.4402,0.264,0.1704,0.6337,0.2616,1.44,1.0714,0.4048,0.3542,1.2986,0.4416,2.84,3.8168,0.58,0.5938,0.988,0.4445,0.904,0.3716,0.8,0.4848,0.8175,0.2459,0.6,0.3742,0.56,0.3373,0.7498,0.3887,1.96,2.4882,0.354,0.2986,0.8596,0.2434,10,4.7138,0.456,0.434
par191,0.0804,0.0441,0.64,0.8877,0.0528,0.0438,0.0623,0.0317,0.12,0.1095,0.04,0.0346,0.0258,0.014,0.048,0.046,0.008,0.0094,0.1039,0.0584,0.36,0.805,0.0064,0.0086,0.0297,0.0203,0.04,0.0894,0.0068,0.0082,0.0921,0.0792,0.56,0.8414,0.0108,0.0126,0.0551,0.1079,0,0,0.1,0.2236,0.0301,0.0283,0,0,0.004,0.0089,0.0612,0.0146,0.096,0.0829,0.0164,0.0216,0.0726,0.039,2.6,3.9699,0.0224,0.0292
par192,0.0214,0.0179,0.156,0.1615,0.02,0.0245,0.0513,0.0302,0.044,0.0876,0.132,0.1026,0.005,0.0052,0.044,0.0518,0.0148,0.0163,0.0405,0.0344,0.072,0.1026,0.01,0.0096,0.0186,0.016,0.08,0.1095,0.004,0.0089,0.1131,0.1344,0.64,0.994,0.012,0.0179,0.0248,0.0218,0.084,0.1062,0.024,0.0167,0.029,0.0172,0.04,0.0894,0.028,0.0179,0.0116,0.0108,0.044,0.0297,0.012,0.0161,0.0202,0.017,0.408,0.2536,0.0196,0.0263
par193,2.8299,1.5898,22.804,24.6121,1.5704,1.6371,3.4259,1.7153,14.536,11.0383,1.916,2.0127,2.5999,1.755,10.436,14.6572,1.2912,1.9326,3.4673,1.4904,27.808,22.9894,1.5956,1.8876,3.0106,1.4716,16.56,17.4324,1.8628,1.7501,4.2121,1.0664,11.24,13.4666,1.3792,2.0767,4.1753,1.2607,10.264,11.7422,3.16,2.322,4.6231,1.2349,15.64,17.6898,2.532,1.9552,3.117,1.5109,9.788,7.2383,1.2756,1.8571,2.9856,1.1563,36.712,27.5549,1.2815,2.0134
par194,0.2911,0.1611,2.852,2.9049,0.1916,0.217,0.3834,0.1977,1.448,1.14,0.184,0.2242,0.2035,0.1493,0.188,0.2693,0.1488,0.1549,0.2986,0.116,1.28,1.064,0.1396,0.1241,0.1705,0.0693,0.88,1.1189,0.172,0.173,0.2299,0.0579,0.76,0.9633,0.072,0.0965,0.136,0.0713,0.272,0.1842,0.084,0.1033,0.2984,0.1681,1.48,2.2027,0.1,0.1619,0.3379,0.1131,1.544,2.0853,0.1916,0.1844,0.3921,0.0625,5.876,6.3118,0.1996,0.1721
par195,0.0748,0.0685,0.588,0.5628,0.046,0.059,0.1194,0.0757,0.28,0.228,0.056,0.0555,0.0347,0.0252,0.188,0.1238,0.0616,0.062,0.1168,0.0779,0.276,0.3832,0.04,0.0508,0.0613,0.0585,0.48,0.3347,0.0212,0.0234,0.1322,0.0937,0.56,0.498,0.016,0.0154,0.0782,0.0713,0.344,0.1997,0.06,0.0469,0.1033,0.0949,0.36,0.1673,0.02,0.0141,0.0294,0.0274,0.232,0.127,0.0248,0.0228,0.0611,0.0432,0.532,0.4869,0.042,0.044
par196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
